,Unnamed: 0,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist,album,id,artist_uri,genres,lyrics,release_date,lyrics_filtered
10,10,0.593,0.868,1,-3.573,0,0.295,0.183,0.0,0.365,0.496,104.988,audio_features,spotify:track:7aF09WaavZAmAWuUeYxlYD,https://api.spotify.com/v1/tracks/7aF09WaavZAmAWuUeYxlYD,https://api.spotify.com/v1/audio-analysis/7aF09WaavZAmAWuUeYxlYD,201257,4,Rich Love (with Seeb),OneRepublic,Rich Love,7aF09WaavZAmAWuUeYxlYD,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ,"['dance pop', 'piano rock', 'pop', 'pop rock']","['[Verse 1]\nI remember talking and drinking what we could find\nBurnin\' all those candles and stayin\' up through the night\nWe\'d make reservations for the places we know we\'d never try\nBut then oh, we found some rich love\nI remember feeling broke as a bottle of wine\nI didn\'t move to the city to count all my pennies\nAnd worship the Hollywood sign\nShe\'ll say, ""Hey man, nice to meet you,""\nAnd she\'ll take every one last time\nAnd I know, \'cause I found some fake love\n\n[Chorus]\nOoh, broke as a bottle of wine\nOoh, but drink with you all damn night\nOoh, not trying to trade up\n\'Cause if we don\'t find money\nThen what we got honey is just enough\nWe got some rich love\n\n[Post-Chorus]\nShe\'ll say, ""Hey man,""\nShe\'ll say, ""Hey man, nice to meet you,""\nShe\'ll say, ""Hey man, nice to meet you,""\nAnd she\'ll take every one last time and I know\n\n[Verse 2]\nDo you remember dancing at parties out in the yard?\nWe would piss off the neighbors\nThey\'d eventually call the cops\nAnd I was saving up for something, hoping life would finally start\n\'Cause oh, we had some new love\n\n[Chorus]\nOoh, broke as a bottle of wine\nOoh, but drink with you all damn night\nOoh, broke as a bottle of wine\nCause if we don\'t find money\nThen what we got honey lifts it up\nWe got some rich love\n\n[Post-Chorus]\nShe\'ll say, ""Hey man,""\nShe\'ll say, ""Hey man, nice to meet you,""\nShe\'ll say, ""Hey man, nice to meet you,""\nAnd she\'ll take every one last time and I know\n\n[Bridge]\nWe\'re broke as a bottle of wine\nOh, we\'re broke as a bottle of wine\nSaid, we\'re broke as a bottle of wine\nWe\'re broke as a bottle of wine\nBroke as a bottle of wine\nWe\'re broke as a bottle of wine\nCause if we don\'t find money\nThen what we got honey lifts it up\nWe got some rich love\n\n[Post-Bridge]\nShe\'ll say, ""Hey man,""\nShe\'ll say, ""Hey man, nice to meet you,""\nWe\'re broke as a bottle of wine\nWe\'re broke as a bottle of wine\nCause if we don\'t find money\nThen what we got honey lifts it up\nWe got some rich love\n\n[Outro]\nWe\'re broke as a bottle of wine\nBroke as a bottle of wine\nWe\'re broke as a bottle of wine, bottle of wine\nWe\'re broke as a bottle of wine\nWe\'re broke as a bottle of wine\nCause if we don\'t find money\nThen what we got honey lifts it up\nWe got some rich love']",2017-07-14,"remember talking drinking could find burnin' candles stayin' night we'd make reservations places know we'd never try oh found rich love remember feeling broke bottle wine move city count pennies worship hollywood sign she'll say ""hey man nice meet you"" she'll take every one last time know 'cause found fake love ooh broke bottle wine ooh drink damn night ooh trying trade 'cause find money got honey enough got rich love she'll say ""hey man"" she'll say ""hey man nice meet you"" she'll say ""hey man nice meet you"" she'll take every one last time know remember dancing parties yard? would piss neighbors they'd eventually call cops saving something hoping life would finally start 'cause oh new love ooh broke bottle wine ooh drink damn night ooh broke bottle wine cause find money got honey lifts got rich love she'll say ""hey man"" she'll say ""hey man nice meet you"" she'll say ""hey man nice meet you"" she'll take every one last time know we're broke bottle wine oh we're broke bottle wine said we're broke bottle wine we're broke bottle wine broke bottle wine we're broke bottle wine cause find money got honey lifts got rich love [post-bridge] she'll say ""hey man"" she'll say ""hey man nice meet you"" we're broke bottle wine we're broke bottle wine cause find money got honey lifts got rich love we're broke bottle wine broke bottle wine we're broke bottle wine bottle wine we're broke bottle wine we're broke bottle wine cause find money got honey lifts got rich love"
11,11,0.653,0.81,7,-6.032,0,0.0558,0.118,0.0,0.126,0.583,121.951,audio_features,spotify:track:3bWAqKDWg6u1davspr5IkS,https://api.spotify.com/v1/tracks/3bWAqKDWg6u1davspr5IkS,https://api.spotify.com/v1/audio-analysis/3bWAqKDWg6u1davspr5IkS,189307,4,OK,Robin Schulz,OK,3bWAqKDWg6u1davspr5IkS,spotify:artist:3t5xRXzsuZmMDkQzgOX35S,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']","[""[Verse 1]\nI really need you\nI really need your love right now\nI'm fading fast\nNot gonna last\nI'm really stupid\nI'm burning up, I'm going down\nI'm in it bad\nDon't even ask\n\n[Pre-Chorus]\nWhen I found myself in the middle, in the middle, in the middle\nCould you love me more, just a little, just a little\nOvercomplicate when it's simple, when it's simple, when it's simple\nWould you love me more, just a little\n\n[Chorus]\nSo tell me now\nWhen every star falls from the sky\nAnd every last heart in the world breaks\nOh hold me now\nWhen every ship is going down\nI don't fear nothing when I hear you say\n\n[Post-Chorus]\nIt's gonna be okay\nIt's gonna be okay\nIt's gonna be okay\nIt's gonna be okay\n\n[Verse 2]\nI'm really sorry\nSorry I dragged you into this\nI overthink, that's all it is\nThe way you love me\nThe way you love me 'til the end\nThe way you love me\nOh yeah, it makes me king again\n\n[Pre-Chorus]\nWhen I found myself in the middle, in the middle, in the middle\nCould you love me more, just a little, just a little\nOvercomplicate when it's simple, when it's simple, when it's simple\nWould you love me more, just a little\n\n[Chorus]\nSo tell me now\nWhen every star falls from the sky\nAnd every last heart in the world breaks\nOh hold me now\nWhen every ship is going down\nI don't fear nothing when I hear you say\n\n[Post-Chorus]\nIt's gonna be okay\nIt's gonna be okay\nIt's gonna be okay\nIt's gonna be okay\n\n[Bridge]\nIt's gonna be okay\nIt's gonna be okay\nIt's gonna be okay\nIt's gonna be okay\n\n[Post-Chorus]\nIt's gonna be okay\nIt's gonna be okay\nIt's gonna be okay\nIt's gonna be okay\nIt's gonna be okay\n\n[Outro]\nWhen every star falls from the sky\nAnd every last heart in the world breaks\nIt's gonna be okay\nWhen every ship is going down\nI don't fear nothing when I hear you say\nIt's gonna be okay""]",2017-05-19,really need really need love right i'm fading fast gonna last i'm really stupid i'm burning i'm going i'm bad even ask found middle middle middle could love little little overcomplicate simple simple simple would love little tell every star falls sky every last heart world breaks oh hold every ship going fear nothing hear say gonna okay gonna okay gonna okay gonna okay i'm really sorry sorry dragged overthink that's way love way love 'til end way love oh yeah makes king found middle middle middle could love little little overcomplicate simple simple simple would love little tell every star falls sky every last heart world breaks oh hold every ship going fear nothing hear say gonna okay gonna okay gonna okay gonna okay gonna okay gonna okay gonna okay gonna okay gonna okay gonna okay gonna okay gonna okay gonna okay every star falls sky every last heart world breaks gonna okay every ship going fear nothing hear say gonna okay
12,12,0.662,0.645,6,-7.477,0,0.0316,0.0185,0.000173,0.19,0.479,119.953,audio_features,spotify:track:2JQ0p4kCbWpDU3GoaZhPV7,https://api.spotify.com/v1/tracks/2JQ0p4kCbWpDU3GoaZhPV7,https://api.spotify.com/v1/audio-analysis/2JQ0p4kCbWpDU3GoaZhPV7,215586,4,Not Giving Up on You - Bit Funk Remix,Emma-Lee,Not Giving Up on You (Bit Funk Remix),2JQ0p4kCbWpDU3GoaZhPV7,spotify:artist:1OD4aWTiLRPAijuuIahCPS,[],[None],2017-09-22,Error: No lyrics found
13,13,0.707,0.879,7,-5.876,0,0.0615,0.0219,0.373,0.0585,0.67,139.932,audio_features,spotify:track:1ds5oarhQjo0K9gNB8SoP1,https://api.spotify.com/v1/tracks/1ds5oarhQjo0K9gNB8SoP1,https://api.spotify.com/v1/audio-analysis/1ds5oarhQjo0K9gNB8SoP1,227095,4,Backbeat,Dagny,Backbeat,1ds5oarhQjo0K9gNB8SoP1,spotify:artist:6Paz0vXJJ9bCPf0fEm3qzg,"['dance pop', 'electropop', 'indie poptimism', 'norwegian pop', 'tropical house']","['[Intro]\nOh oh oh oh oh oh\nOh oh oh oh oh oh\nOh oh oh oh oh oh\nOh oh oh oh oh oh\n\n[Verse 1]\nRight now\nYou got me feeling like I can’t believe I let you go\nI’ve been alone so long\nAnd now I wonder what the hell we were thinking of\nOh I can’t believe I kid myself again, again\nNow I’m letting go\nOh my fear, all my fear\nI’ve been fearing this too long\n\n[Chorus]\nBack beat, counting time\nPick it up and tell me if you really wanna dance some more\nWe’re borderline wasting time\nPick it up and tell me that you love me like you did before\nI understand, understand\nI been feeling it so long\nI’m flying when I’m in your arms\nI’m burning up, burning up\nFeeling like I kid myself, kid myself again\nYeah\n\n[Interlude]\nOh oh oh oh oh oh\nOh oh oh oh oh oh\n\n[Verse 2]\nThink fast\nDon’t let the speed of sound leave you feeling paralyzed\nSlow down\nCause your words are saying something different than your eyes\nOh, If only we could make it so we didn’t have to try so hard\nTo stay in time again\nShow me how, show me how\nAnd you will leave me wanting more\n\n[Chorus]\nBack beat, counting time\nPick it up and tell me if you really wanna dance some more\nWe’re borderline wasting time\nPick it up and tell me that you love me like you did before\nI understand, understand\nI been feeling it so long\nI’m flying when I’m in your arms\nI’m burning up, burning up\nFeeling like I kid myself, kid myself again\nYeah\n\n[Chorus]\nBack beat, counting time\nPick it up and tell me if you really wanna dance some more\nWe’re borderline wasting time\nPick it up and tell me that you love me like you did before\nI understand, understand\nI been feeling it so long\nI’m flying when I’m in your arms\nI’m burning up, burning up\nFeeling like I kid myself, kid myself again\nYeah\n\n[Interlude]\nOh oh oh oh oh oh\nOh oh oh oh oh oh\nOh oh oh oh oh oh\nOh oh oh oh oh oh\n\n[Chorus]\nBack beat, counting time\nPick it up and tell me if you really wanna dance some more\nWe’re borderline wasting time\nPick it up and tell me that you love me like you did before\nI understand, understand\nI been feeling it so long\nI’m flying when I’m in your arms\nI’m burning up, burning up\nFeeling like I kid myself, kid myself again\nYeah']",2015-09-23,oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh right got feeling like can’t believe let go i’ve alone long wonder hell thinking oh can’t believe kid i’m letting go oh fear fear i’ve fearing long back beat counting time pick tell really wanna dance we’re borderline wasting time pick tell love like understand understand feeling long i’m flying i’m arms i’m burning burning feeling like kid kid yeah oh oh oh oh oh oh oh oh oh oh oh oh think fast don’t let speed sound leave feeling paralyzed slow cause words saying something different eyes oh could make didn’t try hard stay time show show leave wanting back beat counting time pick tell really wanna dance we’re borderline wasting time pick tell love like understand understand feeling long i’m flying i’m arms i’m burning burning feeling like kid kid yeah back beat counting time pick tell really wanna dance we’re borderline wasting time pick tell love like understand understand feeling long i’m flying i’m arms i’m burning burning feeling like kid kid yeah oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh back beat counting time pick tell really wanna dance we’re borderline wasting time pick tell love like understand understand feeling long i’m flying i’m arms i’m burning burning feeling like kid kid yeah
14,14,0.743,0.735,8,-5.337,1,0.0382,0.00389,0.0,0.304,0.631,104.979,audio_features,spotify:track:7iNIg7XDEaYECfWD5dJ9Va,https://api.spotify.com/v1/tracks/7iNIg7XDEaYECfWD5dJ9Va,https://api.spotify.com/v1/audio-analysis/7iNIg7XDEaYECfWD5dJ9Va,189467,4,Friends (with BloodPop®),Justin Bieber,Friends (with BloodPop®),7iNIg7XDEaYECfWD5dJ9Va,spotify:artist:1uNFoZAHBGtllmzznpCI3s,"['canadian pop', 'pop']",[''],2017-08-17,Error: No lyrics found
15,15,0.365,0.851,4,-6.238,0,0.065,0.0964,0.003,0.238,0.309,78.068,audio_features,spotify:track:1lgN0A2Vki2FTON5PYq42m,https://api.spotify.com/v1/tracks/1lgN0A2Vki2FTON5PYq42m,https://api.spotify.com/v1/audio-analysis/1lgN0A2Vki2FTON5PYq42m,170067,4,Warriors,Imagine Dragons,Smoke + Mirrors (Deluxe),1lgN0A2Vki2FTON5PYq42m,spotify:artist:53XhwfbYqKCa1cC15pYq2q,"['modern rock', 'rock']","[""[Verse 1]\nAs a child, you would wait and watch from far away\nBut you always knew that you'd be the one\nThat work while they all play\nIn youth, you'd lay awake at night and scheme\nOf all the things that you would change\nBut it was just a dream\n\n[Chorus]\nHere we are, don't turn away now (Don't turn away)\nWe are the warriors that built this town (This town)\nHere we are, don't turn away now (Don't turn away)\nWe are the warriors that built this town (This town)\nFrom dust\n\n[Verse 2]\nThe time will come, when you'll have to rise\nAbove the rest and prove yourself\nYour spirit never dies\nFarewell, I've gone to take my throne above\nBut don't weep for me, 'cause this will be\nThe labor of my love\n\n[Chorus]\nHere we are, don't turn away now (Don't turn away)\nWe are the warriors that built this town (This town)\nHere we are, don't turn away now (Don't turn away)\nWe are the warriors that built this town (This town)\nFrom dust\n\n[Guitar Solo]\n\n[Chorus]\nHere we are, don't turn away now (Don't turn away)\nWe are the warriors that built this town (This town)\nHere we are, don't turn away now (Don't turn away)\nWe are the warriors that built this town (This town)\nFrom dust""]",2015-10-30,child would wait watch far away always knew one work play youth lay awake night scheme things would change dream turn away (don't turn away) warriors built town (this town) turn away (don't turn away) warriors built town (this town) dust time come rise rest prove spirit never dies farewell i've gone take throne weep 'cause labor love turn away (don't turn away) warriors built town (this town) turn away (don't turn away) warriors built town (this town) dust [guitar solo] turn away (don't turn away) warriors built town (this town) turn away (don't turn away) warriors built town (this town) dust
16,16,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,audio_features,spotify:track:4iLqG9SeJSnt0cSPICSjxv,https://api.spotify.com/v1/tracks/4iLqG9SeJSnt0cSPICSjxv,https://api.spotify.com/v1/audio-analysis/4iLqG9SeJSnt0cSPICSjxv,211475,4,Attention,Charlie Puth,Attention,4iLqG9SeJSnt0cSPICSjxv,spotify:artist:6VuMaDnrHyPL1p4EHjYLi7,"['dance pop', 'pop', 'viral pop']","[""[Intro]\nWoah-oh, hm-hmm\n\n[Verse 1]\nYou've been runnin' 'round, runnin' 'round, runnin' 'round\nThrowin' that dirt all on my name\n'Cause you knew that I, knew that I, knew that I'd call you up\nYou've been going 'round, going 'round, going 'round\nEvery party in LA\n'Cause you knew that I, knew that I, knew that I'd be at one, oh\n\n[Pre-Chorus]\nI know that dress is karma, perfume regret\nYou got me thinking 'bout when you were mine, ooh\nAnd now I'm all up on ya, what you expect?\nBut you're not coming home with me tonight\n\n[Chorus]\nYou just want attention, you don't want my heart\nMaybe you just hate the thought of me with someone new\nYeah, you just want attention, I knew from the start\nYou're just making sure I'm never gettin' over you, oh\n\n[Verse 2]\nYou've been runnin' 'round, runnin' 'round, runnin' 'round\nThrowin' that dirt all on my name\n'Cause you knew that I, knew that I, knew that I'd call you up\nBaby, now that we're, now that we're, now that we're\nRight here standin' face to face\nYou already know, 'ready know, 'ready know\nThat you won, oh\n\n[Pre-Chorus]\nI know that dress is karma (Dress is karma), perfume regret, yeah\nYou got me thinking 'bout when you were mine, ooh\n(You got me thinking 'bout when you were mine)\nAnd now I'm all up on ya (All up on ya), what you expect? (Oh, baby)\nBut you're not coming home with me tonight, oh no\n\n[Chorus]\nYou just want attention, you don't want my heart\nMaybe you just hate the thought of me with someone new (One new)\nYeah, you just want attention (Oh), I knew from the start (The start)\nYou're just making sure I'm never gettin' over you (Over you), oh\n\n[Bridge]\nWhat are you doin' to me?\nWhat are you doin', huh? (What are you doin'?)\nWhat are you doin' to me?\nWhat are you doin', huh? (What are you doin'?)\nWhat are you doin' to me?\nWhat are you doin', huh? (What are you doin'?)\nWhat are you doin' to me?\nWhat are you doin', huh?\n\n[Pre-Chorus]\nI know that dress is karma, perfume regret\nYou got me thinking 'bout when you were mine\nAnd now I'm all up on ya, what you expect?\nBut you're not coming home with me tonight\n\n[Chorus]\nYou just want attention, you don't want my heart\nMaybe you just hate the thought of me with someone new\nYeah, you just want attention, I knew from the start\nYou're just making sure I'm never gettin' over you (Over you)\n\n[Outro]\nWhat are you doin' to me? (Hey)\nWhat are you doin', huh? (What are you doin', love?)\nWhat are you doin' to me?\nWhat are you doin', huh? (Yeah, you just want attention)\nWhat are you doin' to me? (I knew from the start)\nWhat are you doin' huh? (You're just making sure I'm never gettin' over you)\nWhat are you doin' to me?\nWhat are you doin', huh?""]",2017-04-20,woah-oh hm-hmm runnin' 'round runnin' 'round runnin' 'round throwin' dirt name 'cause knew knew knew i'd call going 'round going 'round going 'round every party la 'cause knew knew knew i'd one oh know dress karma perfume regret got thinking 'bout mine ooh i'm ya expect? coming home tonight want attention want heart maybe hate thought someone new yeah want attention knew start making sure i'm never gettin' oh runnin' 'round runnin' 'round runnin' 'round throwin' dirt name 'cause knew knew knew i'd call baby we're we're we're right standin' face face already know 'ready know 'ready know oh know dress karma (dress karma) perfume regret yeah got thinking 'bout mine ooh (you got thinking 'bout mine) i'm ya (all ya) expect? (oh baby) coming home tonight oh want attention want heart maybe hate thought someone new (one new) yeah want attention (oh) knew start (the start) making sure i'm never gettin' (over you) oh doin' me? doin' huh? (what doin'?) doin' me? doin' huh? (what doin'?) doin' me? doin' huh? (what doin'?) doin' me? doin' huh? know dress karma perfume regret got thinking 'bout mine i'm ya expect? coming home tonight want attention want heart maybe hate thought someone new yeah want attention knew start making sure i'm never gettin' (over you) doin' me? (hey) doin' huh? (what doin' love?) doin' me? doin' huh? (yeah want attention) doin' me? (i knew start) doin' huh? (you're making sure i'm never gettin' you) doin' me? doin' huh?
17,17,0.656,0.777,2,-7.272,1,0.0639,0.0145,0.531,0.0889,0.384,139.996,audio_features,spotify:track:1cGqqROuQQGQ2VF2tBihYv,https://api.spotify.com/v1/tracks/1cGqqROuQQGQ2VF2tBihYv,https://api.spotify.com/v1/audio-analysis/1cGqqROuQQGQ2VF2tBihYv,221138,4,Insight,Haywyre,Insight,1cGqqROuQQGQ2VF2tBihYv,spotify:artist:7aUSp5cOZlwEtd5zPC795k,"['canadian electronic', 'complextro', 'edm', 'electro house', 'future bass', 'gaming edm', 'vapor twitch']","['Everything is outside of our understanding\nEverything is outside of our understanding\nEverything is outside of our understanding\nEverything, everything\n\nEverything is outside of our understanding\nEverything is outside of our understanding\nEverything is outside of our understanding\nEverything, everything\n\nEverything\nEverything\nEverything\nEverything']",2015-01-23,everything outside understanding everything outside understanding everything outside understanding everything everything everything outside understanding everything outside understanding everything outside understanding everything everything everything everything everything everything
18,18,0.276,0.796,0,-4.499,1,0.0579,0.00293,0.0,0.184,0.26,199.526,audio_features,spotify:track:2CgOd0Lj5MuvOqzqdaAXtS,https://api.spotify.com/v1/tracks/2CgOd0Lj5MuvOqzqdaAXtS,https://api.spotify.com/v1/audio-analysis/2CgOd0Lj5MuvOqzqdaAXtS,218965,4,Shelter,Porter Robinson,Shelter,2CgOd0Lj5MuvOqzqdaAXtS,spotify:artist:3dz0NnIZhtKKeXZxLOxCam,"['complextro', 'edm', 'future bass', 'progressive electro house']","[""[Intro: Amy Millan]\nAyy, I will, ayy\nAyy, I will, ahh, hum huh\nAyy, I will, ayy, it's-\nI wonder, I wonder, I wonder, I wonder\nAyy, I will, ayy, it's-\nAyy, I will, ahh, hum huh\nAyy, I will, ayy, it's-\nI wonder, I wonder, I wonder, I wonder\n\n[Chorus: Amy Millan]\nAyy, I will, ayy, it's-\nAyy, I will, ahh, hum huh\nAyy, I will, ayy, it's-\nI wonder, I wonder, I wonder, I wonder\nAyy, I will, ayy, it's-\nAyy, I will, ahh, hum huh\nAyy, I will, ayy\nI wonder, I wonder, I wonder, I wonder\n\n[Verse 1: Madeon]\nI could never find the right way to tell you\nHave you noticed I've been gone?\n'Cause I left behind the home that you made me\nBut I will carry it along\n\n[Pre-Chorus: Madeon]\nMm, it's a long way forward, so trust in me\nI'll give them shelter, like you've done for me\nAnd I know I'm not alone, you'll be watching over us\nUntil you're gone\n\n[Chorus: Amy Millan]\nAyy, I will, ayy, it's-\nAyy, I will, ahh, hum huh\nAyy, I will, ayy, it's-\nI wonder, I wonder, I wonder, I wonder\nAyy, I will, ayy, it's-\nAyy, I will, ahh, hum huh\nAyy, I will, ayy, it's-\nI wonder, I wonder, I wonder\nAyy, I will, ayy, it's-\nAyy, I will, ahh, hum huh\nAyy, I will, ayy, it's-\nI wonder, I wonder, I wonder, I wonder\nAyy, I will, ayy, it's-\nAyy, I will, ahh, hum huh\nAyy, I will, ayy, it's-\nI wonder, I wonder, I wonder, I wonder\n\n[Verse 2: Madeon]\nWhen I'm older, I'll be silent beside you\nI know words won't be enough\nAnd they won't need to know our names or our faces\nBut they will carry on for us\n\n[Pre-Chorus: Madeon]\nMm, it's a long way forward, so trust in me\nI'll give them shelter, like you've done for me\nAnd I know I'm not alone, you'll be watching over us\nUntil you're gone\n\n[Chorus: Amy Millan]\nAyy, I will, ayy\nAyy, I will, ahh, hum huh\nAyy, I will, ayy, it's-\nI wonder, I wonder, I wonder, I wonder\nAyy, I will, ayy\nAyy, I will, ahh, hum huh\nAyy, I will, ayy\nAyy, I will, ayy, it's-\nAyy, I will, ahh, hum huh\nAyy, I will, ayy, it's-\nI wonder, I wonder, I wonder, I wonder\nAyy, I will, ayy, it's-\nAyy, I will, ahh, hum huh\nAyy, I will, ayy, it's\nI wonder, I wonder, I wonder\n\n[Outro: Madeon]\nOh it's a long way forward, trust in me\nI'll give them shelter, like you've done for me\nAnd I know I'm not alone, you'll be watching over us\nUntil...""]",2016-08-12,ayy ayy ayy ahh hum huh ayy ayy it's- wonder wonder wonder wonder ayy ayy it's- ayy ahh hum huh ayy ayy it's- wonder wonder wonder wonder ayy ayy it's- ayy ahh hum huh ayy ayy it's- wonder wonder wonder wonder ayy ayy it's- ayy ahh hum huh ayy ayy wonder wonder wonder wonder could never find right way tell noticed i've gone? 'cause left behind home made carry along mm long way forward trust i'll give shelter like done know i'm alone watching us gone ayy ayy it's- ayy ahh hum huh ayy ayy it's- wonder wonder wonder wonder ayy ayy it's- ayy ahh hum huh ayy ayy it's- wonder wonder wonder ayy ayy it's- ayy ahh hum huh ayy ayy it's- wonder wonder wonder wonder ayy ayy it's- ayy ahh hum huh ayy ayy it's- wonder wonder wonder wonder i'm older i'll silent beside know words enough need know names faces carry us mm long way forward trust i'll give shelter like done know i'm alone watching us gone ayy ayy ayy ahh hum huh ayy ayy it's- wonder wonder wonder wonder ayy ayy ayy ahh hum huh ayy ayy ayy ayy it's- ayy ahh hum huh ayy ayy it's- wonder wonder wonder wonder ayy ayy it's- ayy ahh hum huh ayy ayy wonder wonder wonder oh long way forward trust i'll give shelter like done know i'm alone watching us until...
19,19,0.658,0.678,1,-4.407,1,0.058,0.303,0.0,0.361,0.662,97.976,audio_features,spotify:track:5yFSF6qQA1rcLsQRnBsZgb,https://api.spotify.com/v1/tracks/5yFSF6qQA1rcLsQRnBsZgb,https://api.spotify.com/v1/audio-analysis/5yFSF6qQA1rcLsQRnBsZgb,199111,4,All Falls Down (feat. Juliander),Alan Walker,All Falls Down (feat. Juliander),5yFSF6qQA1rcLsQRnBsZgb,spotify:artist:7vk5e3vY1uw9plTHJAMwjN,['electro house'],"[""What's the trick? I wish I knew\nI'm so done with thinking through all the things I could've been\nAnd I know you want me, too\nAll it takes is that one look at you and I run right back to you\nYou cross that line and it's time to say F you\nWhat's the point in saying that when you know how I'll react?\n\nYou think you can just take it back, but shit just don't work like that\nYou're the drug that I'm addicted to, and I want you so bad\nGuess I'm stuck with you, and that's that\n'Cause when it all falls down, then whatever\nWhen it don't work out for the better\nIf it just ain't right, and it's time to say goodbye\n\nWhen it all falls down, when it all falls down\nI'll be fine\nI'll be fine\nYou're the drug that I'm addicted to\nAnd I want you so bad, but I'll be fine\nWhy we fight? I don't know\n\nWе say what hurts the most\nOh, I tried staying cold, but you take it pеrsonal\nAll these firing shots and making ground\nIt's way too hard to cope, but I still can't let you go\n'Cause when it all falls down, then whatever\nWhen it don't work out for the better\n\nIf it just ain't right, and it's time to say goodbye\nWhen it all falls down, when it all falls down\nI'll be fine\nI'll be fine\nYou're the drug that I'm addicted to and I want you so bad\nBut I'll be fine\n\nI'll be fine, fine, fine\nFine, fine, fine, fine, fine\nI'll be fine, fine, fine\nFine, fine, fine, fine, fine\nI'll be fine, fine, fine\nFine, fine, fine, fine, fine\n\nI'll be fine, fine, fine\nFine, fine, fine, fine, fine\n'Cause when it all falls down, then whatever (Then whatever, babe)\nWhen it don't work out for the better (For the better)\nIf it just ain't right, and it's time to say goodbye\nWhen it all falls down (When it all, when it all)\n\nWhen it all falls down (When it all falls down)\nI'll be fine\n(Fine, fine, fine) I'll be fine (I'll be fine)\nYou're the drug that I'm addicted to and I want you so bad\nBut I'll be fine (I'll be fine), and that's that""]",2017-10-27,what's trick? wish knew i'm done thinking things could've know want takes one look run right back cross line time say f what's point saying know i'll react? think take back shit work like drug i'm addicted want bad guess i'm stuck that's 'cause falls whatever work better ain't right time say goodbye falls falls i'll fine i'll fine drug i'm addicted want bad i'll fine fight? know wе say hurts oh tried staying cold take pеrsonal firing shots making ground way hard cope still can't let go 'cause falls whatever work better ain't right time say goodbye falls falls i'll fine i'll fine drug i'm addicted want bad i'll fine i'll fine fine fine fine fine fine fine fine i'll fine fine fine fine fine fine fine fine i'll fine fine fine fine fine fine fine fine i'll fine fine fine fine fine fine fine fine 'cause falls whatever (then whatever babe) work better (for better) ain't right time say goodbye falls (when all) falls (when falls down) i'll fine (fine fine fine) i'll fine (i'll fine) drug i'm addicted want bad i'll fine (i'll fine) that's
