danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist,album,id,artist_uri,genres,lyrics,popularity,release_date,lyrics_filtered,valence_lyrics,arousal_lyrics,dominance_lyrics
0.607,0.686,10,-4.611,1,0.0306,0.00245,4.56e-06,0.0901,0.268,132.032,audio_features,spotify:track:5RvY3ReERt9o622MqEydNY,https://api.spotify.com/v1/tracks/5RvY3ReERt9o622MqEydNY,https://api.spotify.com/v1/audio-analysis/5RvY3ReERt9o622MqEydNY,252240,4,Need You Now (How Many Times),Plumb,Need You Now (Deluxe Edition),5RvY3ReERt9o622MqEydNY,spotify:artist:2tbxcCCM7A71cmkzuB8lyH,"['ccm', 'christian alternative rock', 'christian music', 'worship']","['[Verse 1]\nWell everybody\'s got a story to tell\nAnd everybody\'s got a wound to be healed\nI wanna believe there\'s beauty here\n\'Cause oh, I get so tired of holding on\nI can\'t let go, I can\'t move on\nI wanna believe there\'s meaning here\n\n[Chorus]\nHow many times have You heard me cry out, ""God, please take this""?\nHow many times have You given me strength to just keep breathing?\nOh, I need You\nGod, I need You now\n\n[Verse 2]\nStanding on a road I didn\'t plan\nWondering how I got to where I am\nI\'m trying to hear that still small voice\nI\'m trying to hear above the noise\n[Chorus]\nHow many times have You heard me cry out, ""God, please take this""?\nHow many times have You given me strength to just keep breathing?\nOh, I need You\nGod, I need You now\n\n[Bridge]\nOh, I walk, oh, I walk through the shadows\nAnd I, I am so afraid\nPlease stay, please stay right beside me\nWith every single step I take\n\n[Chorus]\nHow many times have You heard me cry out?\nAnd how many times have You given me strength?\nHow many times have You heard me cry out, ""God, please take this""?\nHow many times have You given me strength to just keep breathing?\nOh, I need You\nGod, I need You now\nI need You now\nOh, I need You\nGod, I need You now\n\n[Outro]\nI need You now\nI need You now']",49.0,2012,"well everybody's got story tell everybody's got wound healed wanna believe there's beauty 'cause oh get tired holding can't let go can't move wanna believe there's meaning many times heard cry ""god please take this""? many times given strength keep breathing? oh need god need standing road plan wondering got i'm trying hear still small voice i'm trying hear noise many times heard cry ""god please take this""? many times given strength keep breathing? oh need god need oh walk oh walk shadows afraid please stay please stay right beside every single step take many times heard cry out? many times given strength? many times heard cry ""god please take this""? many times given strength keep breathing? oh need god need need oh need god need need need",2.9892982456140356,2.1424561403508777,2.876666666666667
0.74,0.587,9,-4.338,1,0.072,0.0464,4.04e-06,0.159,0.651,142.018,audio_features,spotify:track:6eBNUcu4T5tWhE0rGDwtTP,https://api.spotify.com/v1/tracks/6eBNUcu4T5tWhE0rGDwtTP,https://api.spotify.com/v1/audio-analysis/6eBNUcu4T5tWhE0rGDwtTP,181508,4,Help Is On The Way (Maybe Midnight),TobyMac,Help Is On The Way (Maybe Midnight),6eBNUcu4T5tWhE0rGDwtTP,spotify:artist:5VX8hxrcfJWwaTLiqGUHG3,"['ccm', 'christian alternative rock', 'christian hip hop', 'christian music', 'worship']","[""[Intro: DiverseCity]\nMay be midnight or mid-day\nNever early, never late\nHe gon' stand by what He claimed\nLived enough life to say…\n\n[Verse 1: TobyMac]\nI heard your heart, I see your pain\nOut in the dark, out in the rain\nFeels so alone, feels so afraid\nI heard you pray in Jesus' name\n\n[Chorus: TobyMac &amp; DiverseCity]\nIt may be midnight or mid-day\nHe's never early, never late\nHe gon' stand by what He claimed\nI lived enough life to say… (Say, say, say)\n[Post-Chorus: TobyMac]\nHelp is on the way\nRoundin' the corner\nHelp is on the way\nComin' for ya\nHelp is on the way\nYea-ee-ayy\nI lived enough life to say…\nHelp is on the way\n\n[Verse 2: TobyMac &amp; DiverseCity]\nSometimes it's days, sometimes it's years (Oh-oh)\nSome face a lifetime of fallen tears (Oh-oh)\nBut He's in the darkness, He's in the cold\nJust like the mornin', He always shows (He always shows)\n\n[Chorus: TobyMac &amp; DiverseCity]\nIt may be midnight or mid-day\nHe's never early, never late\nHe gon' stand by what He claimed\nI lived enough life to say… (Say, say, say)\n\n[Post-Chorus: TobyMac]\nHelp is on the way\nRoundin' the corner\nHelp is on the way\nComin' for ya\nHelp is on the way\nYea-ee-ayy\nI lived enough life to say…\nHelp is on the way\n\n[Bridge: TobyMac, DiverseCity, TobyMac &amp; DiverseCity]\n(Mm-mm, mm-mm)\nWell, I seen my share o' troubles\nBut the Lord ain't failed me yet\nSo I'm holdin' onto the promise, y'all\nThat He's rollin' up His sleeves again\nSaid, I seen my share of troubles (Rollin' up, rollin' up)\nBut the Lord ain't failed me yet (Rollin' up, rollin' up)\nWe'll keep holdin' onto the promise, y'all (Rollin' up, rollin' up)\nThat He's rollin' up His sleeves again\n\n[Breakdown: DiverseCity &amp; TobyMac]\nRollin' up, rollin' up (Don't ya know it?)\nRollin' up His sleeves again (I can see Him rollin')\nRollin' up, rollin' up (Help is comin')\nRollin' up His sleeves again\n\n[Chorus: TobyMac &amp; DiverseCity, DiverseCity, TobyMac]\nYeah, it may be midnight or mid-day (Yeah-eah)\nHe's never early, no, never late (Yeah-eah)\nHe gon' stand by what He claimed (Yeah-eah)\nI lived enough life to say… (Say, say, say)\n\n[Chorus: TobyMac &amp; DiverseCity, DiverseCity, TobyMac]\nIt may be midnight or mid-day (Yeah-eah)\nHe's never early, never late (Yeah-eah) (No, He's never late)\nHe gon' stand by what He claimed (Yeah-eah) (He gon' stand by what He claimed)\nI lived enough life to say… (Say, say, say)\n\n[Outro: TobyMac]\nHelp is on the way\nHelp is on the way\nRoundin' the corner\nHelp is on the way""]",61.0,2021-02-19,may midnight mid-day never early never late gon' stand claimed lived enough life say… heard heart see pain dark rain feels alone feels afraid heard pray jesus' name may midnight mid-day he's never early never late gon' stand claimed lived enough life say… say say say help way roundin' corner help way comin' ya help way yea-ee-ayy lived enough life say… help way sometimes days sometimes years oh-oh face lifetime fallen tears oh-oh he's darkness he's cold like mornin' always shows always shows may midnight mid-day he's never early never late gon' stand claimed lived enough life say… say say say help way roundin' corner help way comin' ya help way yea-ee-ayy lived enough life say… help way mm-mm mm-mm well seen share o' troubles lord ain't failed yet i'm holdin' onto promise y'all he's rollin' sleeves said seen share troubles rollin' rollin' lord ain't failed yet rollin' rollin' we'll keep holdin' onto promise y'all rollin' rollin' he's rollin' sleeves [breakdown: diversecity &amp; tobymac] rollin' rollin' ya know it? rollin' sleeves see rollin' rollin' rollin' help comin' rollin' sleeves yeah may midnight mid-day yeah-eah he's never early never late yeah-eah gon' stand claimed yeah-eah lived enough life say… say say say may midnight mid-day yeah-eah he's never early never late yeah-eah he's never late gon' stand claimed yeah-eah gon' stand claimed lived enough life say… say say say help way help way roundin' corner help way,2.0722368421052626,1.4901315789473686,1.9978947368421054
0.455,0.639,2,-6.567,0,0.0333,0.0374,0.0,0.0992,0.484,165.993,audio_features,spotify:track:7s2AninaWICPPvch6wBctw,https://api.spotify.com/v1/tracks/7s2AninaWICPPvch6wBctw,https://api.spotify.com/v1/audio-analysis/7s2AninaWICPPvch6wBctw,218665,4,You've Always Been,Unspoken,Reason,7s2AninaWICPPvch6wBctw,spotify:artist:0CqDqmyIQ9VQHQp52OEbB0,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian pop', 'worship']","[""[Verse 1]\nI've had good days, I've had bad days, tasted victory in defeat\nI've had problems, biggest planets turn to pebbles when You speak\nI've had nothing to my name, never lacked for anything\nBecause You were there with me\n\n[Chorus]\nYou've been my Savior, Sustainer, when I'm at my end\nMy Healer, Redeemer, again and again\nMy Mother and my Father, Brother, Sister, and Friend\nEverything I've needed Lord, You've always been\nEverything I've needed Lord, You've always been\n\n[Verse 2]\nWhen I stand before You guilty, oh, Your mercy bears my blame\nWhen in pride I think I'm worthy, You point out the price You paid\nWhen I wander far away, You keep calling out my name\nYou don't give up on me\n[Chorus]\nYou've been my Savior, Sustainer, when I'm at my end\nMy Healer, Redeemer, again and again\nMy Mother and my Father, Brother, Sister, and Friend\nEverything I've needed Lord, You've always been\nEverything I've needed Lord, You've always been\n\n[Bridge]\nYou are my strength, my rock, Jesus\nYou are my hope, my song, Jesus\nBefore my heart knows what to pray\nYou've already made a way, Je-eee-sus\n\n[Chorus]\nYou've been my Savior,  Sustainer, when I'm at my end\nMy Healer, Redeemer, again and again\nMy Mother and my Father, Brother, Sister, and Friend\nEverything I've needed Lord, You've always been\nYou've been my Savior, Sustainer, when I'm at my end\nMy Healer, Redeemer, again and again\nMy Mother and my Father, Brother, Sister, and Friend\nEverything I've needed Lord, You've always been\nEverything I've needed Lord, You've always been\n\n[Outro]\nEverything I've needed Lord, You've always been\nOh, Yes, You have\nThank You, Jesus, yes\nYou've always been""]",59.0,2019-06-21,i've good days i've bad days tasted victory defeat i've problems biggest planets turn pebbles speak i've nothing name never lacked anything savior sustainer i'm end healer redeemer mother father brother sister friend everything i've needed lord always everything i've needed lord always stand guilty oh mercy bears blame pride think i'm worthy point price paid wander far away keep calling name give savior sustainer i'm end healer redeemer mother father brother sister friend everything i've needed lord always everything i've needed lord always strength rock jesus hope song jesus heart knows pray already made way je-eee-sus savior sustainer i'm end healer redeemer mother father brother sister friend everything i've needed lord always savior sustainer i'm end healer redeemer mother father brother sister friend everything i've needed lord always everything i've needed lord always everything i've needed lord always oh yes thank jesus yes always,3.3939999999999992,2.2804615384615388,3.123538461538462
0.324,0.708,11,-4.646,1,0.0356,0.0142,0.0,0.133,0.144,155.76,audio_features,spotify:track:1rXQLRlZfNTj8uaxIsEZQi,https://api.spotify.com/v1/tracks/1rXQLRlZfNTj8uaxIsEZQi,https://api.spotify.com/v1/audio-analysis/1rXQLRlZfNTj8uaxIsEZQi,295307,3,Death Was Arrested (feat. Seth Condrey),North Point Worship,Death Was Arrested (feat. Seth Condrey),1rXQLRlZfNTj8uaxIsEZQi,spotify:artist:1IGGfstLsypGtdI55tT3Z1,"['anthem worship', 'ccm', 'world worship']","[""[Verse 1]\nAlone in my sorrow and dead in my sin\nLost without hope with no place to begin\nYour love made a way to let mercy come in\nWhen death was arrested and my life began\n\n[Verse 2]\nAsh was redeemed only beauty remains\nMy orphan heart was given a name\nMy mourning grew quiet, my feet rose to dance\nWhen death was arrested and my life began\n\n[Chorus]\nOh, Your grace so free, washes over me\nYou have made me new, now life begins with You\nIt's Your endless love, pouring down on us\nYou have made us new, now life begins with You\n[Verse 3]\nReleased from my chains, I'm a prisoner no more\nMy shame was a ransom He faithfully bore\nHe cancelled my debt and He called me His friend\nWhen death was arrested and my life began\n\n[Chorus]\nOh, Your grace so free, washes over me\nYou have made me new, now life begins with You\nIt's Your endless love, pouring down on us\nYou have made us new, now life begins with You\n\n[Verse 4]\nOur Savior displayed on a criminal's cross\nDarkness rejoiced as though heaven had lost\nBut then Jesus arose with our freedom in hand\nThat's when death was arrested and my life began\nThat's when death was arrested and my life began\n\n[Chorus]\nOh, Your grace so free, washes over me\nYou have made me new, now life begins with You\nIt's Your endless love, pouring down on us\nYou have made us new, now life begins with You\n\n[Bridge]\nOh, we're free, free, forever we're free\nCome join the song of all the redeemed\nYes, we're free, free, forever amen\nWhen death was arrested and my life began\nOh, we're free, free, forever we're free\nCome join the song of all the redeemed\nYes, we're free, free, forever amen\nWhen death was arrested and my life began\n\n[Outro]\nWhen death was arrested and my life began\nThat's when death was arrested and my life began""]",62.0,2017-02-17,alone sorrow dead sin lost without hope place begin love made way let mercy come death arrested life began ash redeemed beauty remains orphan heart given name mourning grew quiet feet rose dance death arrested life began oh grace free washes made new life begins endless love pouring us made us new life begins released chains i'm prisoner shame ransom faithfully bore cancelled debt called friend death arrested life began oh grace free washes made new life begins endless love pouring us made us new life begins savior displayed criminal's cross darkness rejoiced though heaven lost jesus arose freedom hand that's death arrested life began that's death arrested life began oh grace free washes made new life begins endless love pouring us made us new life begins oh we're free free forever we're free come join song redeemed yes we're free free forever amen death arrested life began oh we're free free forever we're free come join song redeemed yes we're free free forever amen death arrested life began death arrested life began that's death arrested life began,2.8504109589041096,2.293835616438356,2.7154794520547947
0.47,0.531,5,-6.238,1,0.0299,0.321,0.0,0.0899,0.476,170.046,audio_features,spotify:track:4NttfcvjeRPvDe58UvnuTV,https://api.spotify.com/v1/tracks/4NttfcvjeRPvDe58UvnuTV,https://api.spotify.com/v1/audio-analysis/4NttfcvjeRPvDe58UvnuTV,228600,3,Truth I'm Standing On,Leanna Crawford,Truth I'm Standing On,4NttfcvjeRPvDe58UvnuTV,spotify:artist:3dm6lDgdQh05XDHGhb9XQf,"['ccm', 'christian indie', 'christian pop']","[""[Verse 1]\nScared, oh I thought I knew scared\nBut I’m so filled with fear\nI can barely move\n\nDoubt,\u2005I’ve\u2005had my share\u2005of doubt\nBut never more than right\u2005now\nI’m wondering where are You\n\n[Pre-Chorus 1]\nHere on the edge of fall apart\nSomehow Your promises\nFind my troubled heart\n\n[Chorus]\nThis is the truth I’m standing on\nEven when all my strength is gone\nYou are faithful forever\nAnd I know You’ll never\nLet me fall\nRight now I’m choosing to believe\nSomeday soon I’ll look back and see\nAll the pain had a purpose\nYour plan was perfect all along\nThis is the truth I’m standing on\n\n[Verse 2]\nGood, I believe You’re still good\nEven when life’s not good\nI will not lose this hope\n\n[Pre-Chorus 2]\nThat the God who parts the sea\nPromises He's gonna\nMake a way for me\n\n[Chorus]\n\n[Bridge]\nMy rock my shield my firm foundation\nI know I will not be shaken\nYou remind me\nWhere my help comes from\n\n[Chorus]""]",55.0,2020-03-27,scared oh thought knew scared i’m filled fear barely move doubt i’ve share doubt never right i’m wondering [pre-chorus 1] edge fall apart somehow promises find troubled heart truth i’m standing even strength gone faithful forever know you’ll never let fall right i’m choosing believe someday soon i’ll look back see pain purpose plan perfect along truth i’m standing good believe you’re still good even life’s good lose hope [pre-chorus 2] god parts sea promises he's gonna make way rock shield firm foundation know shaken remind help comes [chorus],3.0674647887323943,2.2461971830985914,3.0538028169014084
0.627,0.663,6,-2.714,1,0.0329,0.164,0.0,0.118,0.39,90.058,audio_features,spotify:track:7HQn99HBIBHWkZfTMR8Kki,https://api.spotify.com/v1/tracks/7HQn99HBIBHWkZfTMR8Kki,https://api.spotify.com/v1/audio-analysis/7HQn99HBIBHWkZfTMR8Kki,232693,4,Give Me Your Eyes,Brandon Heath,What If We,7HQn99HBIBHWkZfTMR8Kki,spotify:artist:0W7wIkmxoGQbnZYn2z2sLj,"['ccm', 'christian alternative rock', 'christian music', 'christian pop', 'worship']","[""[Verse 1]\nLooked down from a broken sky\nTraced out by the city lights\nMy world from a mile high\nBest seat in the house tonight\nTouched down on the cold black top\nHold on for the sudden stop\nBreathe in the familiar shock of confusion and chaos\n\n[Pre-Chorus]\nAll those people goin' somewhere\nWhy have I never cared?\n\n[Chorus]\nGive me your eyes for just one second\nGive me your eyes so I can see\nEverything that I keep missin'\nGive me your love for humanity\nGive me your arms for the broken-hearted\nThe ones that are far beyond my reach\nGive me your heart for the ones forgotten\nGive me your eyes so I can see\nYeah, yeah, yeah, yeah\n[Verse 2]\nStep out on a busy street\nSee a girl and our eyes meet\nDoes her best to smile at me\nTo hide what's underneath\nThere's a man just to her right\nBlack suit and a bright red tie\nToo ashamed to tell his wife he's out of work, he's buying time\n\n[Pre-Chorus]\nAll those people goin' somewhere\nWhy have I never cared?\n\n[Chorus]\nGive me your eyes for just one second\nGive me your eyes so I can see\nEverything that I keep missin'\nGive me your love for humanity\nGive me your arms for the broken-hearted\nThe ones that are far beyond my reach\nGive me your heart for the ones forgotten\nGive me your eyes so I can see\nYeah, yeah, yeah, yeah\n\n[Bridge]\nI've been here a million times\nA couple of million eyes\nJust move and pass me by\nI swear I never thought that I was wrong\nWell, I want a second glance\nSo give me a second chance\nTo see the way you've seen the people all along\n\n[Chorus]\nGive me your eyes for just one second\nGive me your eyes so I can see\nEverything that I keep missin'\nGive me your love for humanity\nGive me your arms for the broken-hearted\nThe ones that are far beyond my reach\nGive me your heart for the ones forgotten\nGive me your eyes so I can see\n(Give me your eyes) Give me your eyes for just one second\n(Lord, give me your eyes) Give me your eyes so I can see\n(Everything) Everything that I keep missin' (That I keep missin') (Keep missin')\n(Give me your heart) Give me your arms for the broken-hearted\n(For the broken-hearted)\nThe ones that are far beyond my reach\n(Give me your heart) Give me your heart for the ones forgotten\n(Lord, give me your eyes) Give me your eyes so I can see\nYeah, yeah, yeah, yeah\nYeah, yeah, yeah, yeah""]",56.0,2008,looked broken sky traced city lights world mile high best seat house tonight touched cold black top hold sudden stop breathe familiar shock confusion chaos people goin' somewhere never cared? give eyes one second give eyes see everything keep missin' give love humanity give arms broken-hearted ones far beyond reach give heart ones forgotten give eyes see yeah yeah yeah yeah step busy street see girl eyes meet best smile hide what's underneath there's man right black suit bright red tie ashamed tell wife he's work he's buying time people goin' somewhere never cared? give eyes one second give eyes see everything keep missin' give love humanity give arms broken-hearted ones far beyond reach give heart ones forgotten give eyes see yeah yeah yeah yeah i've million times couple million eyes move pass swear never thought wrong well want second glance give second chance see way seen people along give eyes one second give eyes see everything keep missin' give love humanity give arms broken-hearted ones far beyond reach give heart ones forgotten give eyes see give eyes give eyes one second lord give eyes give eyes see everything everything keep missin' keep missin' keep missin' give heart give arms broken-hearted broken-hearted ones far beyond reach give heart give heart ones forgotten lord give eyes give eyes see yeah yeah yeah yeah yeah yeah yeah yeah,3.873033707865169,2.790898876404495,3.6682022471910103
0.5,0.836,6,-6.165,1,0.0454,0.00107,4.03e-05,0.197,0.41,90.011,audio_features,spotify:track:2lrHKMXyu8LTLxMorzJkTQ,https://api.spotify.com/v1/tracks/2lrHKMXyu8LTLxMorzJkTQ,https://api.spotify.com/v1/audio-analysis/2lrHKMXyu8LTLxMorzJkTQ,207173,4,He Knows My Name,Francesca Battistelli,If We're Honest (Deluxe Version),2lrHKMXyu8LTLxMorzJkTQ,spotify:artist:29ywwKkxfoH7iWwNY1UezA,"['ccm', 'christian alternative rock', 'christian music', 'worship']","[""[Verse 1]\nSpent today in a conversation\nIn the mirror face to face with\nSomebody less than perfect\nI wouldn't choose me first if\nI was looking for a champion\nIn fact I'd understand if\nYou picked everyone before me\nBut that's just not my story\n\n[Pre-Chorus]\nTrue to who You are\nYou saw my heart\nAnd made\nSomething out of nothing\n[Chorus]\nI don't need my name in lights\nI'm famous in my Father's eyes\nMake no mistake, He knows my name\nI'm not living for applause\nI'm already so adored\nIt's all His stage\n\nHe knows my name oh, oh\nHe knows my name oh, oh\n\n[Verse 2]\nI'm not meant to just stay quiet\nI'm meant to be a lion\nI'll roar beyond a song\nWith every moment that I've got\n\n[Pre-Chorus]\nTrue to who You are\nYou saw my heart\nAnd made\nSomething out of nothing\n\n[Chorus]\nI don't need my name in lights\nI'm famous in my Father's eyes\nMake no mistake, He knows my name\nI'm not living for applause\nI'm already so adored\nIt's all His stage\n\nHe knows my name oh, oh\nHe knows my name oh, oh\n\n[Bridge]\nHe calls me chosen\nFree forgiven\nWanted, child of the King\n\nHis forever\nHeld in treasure\nI am loved\n\nI don't need my name in lights\nI'm famous in my Father's eyes\n\n[Chorus]\nI don't need my name in lights\nI'm famous in my Father's eyes\nMake no mistake, He knows my name\nI'm not living for applause\nI'm already so adored\nIt's all His stage\n\n[Outro]\nHe knows my name oh, oh\nHe knows my name oh, oh\nHe knows my name""]",57.0,2014-04-22,spent today conversation mirror face face somebody less perfect choose first looking champion fact i'd understand picked everyone that's story true saw heart made something nothing need name lights i'm famous father's eyes make mistake knows name i'm living applause i'm already adored stage knows name oh oh knows name oh oh i'm meant stay quiet i'm meant lion i'll roar beyond song every moment i've got true saw heart made something nothing need name lights i'm famous father's eyes make mistake knows name i'm living applause i'm already adored stage knows name oh oh knows name oh oh calls chosen free forgiven wanted child king forever held treasure loved need name lights i'm famous father's eyes need name lights i'm famous father's eyes make mistake knows name i'm living applause i'm already adored stage knows name oh oh knows name oh oh knows name,3.08875,2.0840625000000004,2.8149999999999995
0.629,0.624,9,-4.975,0,0.0745,0.12,0.0,0.203,0.73,140.042,audio_features,spotify:track:5Vr9WTLcbpKRkQGvVen13W,https://api.spotify.com/v1/tracks/5Vr9WTLcbpKRkQGvVen13W,https://api.spotify.com/v1/audio-analysis/5Vr9WTLcbpKRkQGvVen13W,209062,4,Won't He Do It,Various Artists,Greenleaf Soundtrack - Season 2,5Vr9WTLcbpKRkQGvVen13W,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,[],[''],54.0,2017-09-08,Error: No lyrics found,,,
0.583,0.707,0,-5.739,1,0.0403,0.0399,9.87e-06,0.106,0.569,116.016,audio_features,spotify:track:0In1riz1GC6ALuIzfKMp60,https://api.spotify.com/v1/tracks/0In1riz1GC6ALuIzfKMp60,https://api.spotify.com/v1/audio-analysis/0In1riz1GC6ALuIzfKMp60,187707,4,Gave You My Heart,Chris August,Gave You My Heart,0In1riz1GC6ALuIzfKMp60,spotify:artist:5ThfTvfTCfzJAEvtEI2Jf8,"['ccm', 'christian alternative rock', 'christian music', 'christian pop', 'worship']","[""[Verse 1]\nI'm tired of feeling like I'm a million miles away\nFrom where I began (Woah-oh-oh)\nDoing my best to keep up, sure I had good intentions\nBut I got lost along the way\n\n[Pre-Chorus]\nI don't want to waste anymore of my life\nLooking the the left, looking to the right\nSo now I'm coming back to You\n\n[Chorus]\nConsume me with Your love, set my heart on fire\nI lay down everything I've been holding (Everything I've been holding)\nI give it all away, You are all I desire\nTake me back to the place where we started\nWhere I gavе You my heart, I gave you my heart\n[Verse 2]\nI rеmember 15 and the bus ride to the camp where I gave You my life (Where I gave You my life)\nAnd even though yesterday seems so far away\nI know You're still by my side\n\n[Pre-Chorus]\nI don't want to waste anymore time\nLooking the the left, looking to the right\nSo now I'm coming back to You\n\n[Chorus]\nConsume me with Your love, set my heart on fire\nI lay down everything I've been holding (Everything I've been holding)\nI give it all away, You are all I desire\nTake me back to the place where we started\nWhere I gave You my heart, I gave you my heart\n\n[Bridge]\nOh, I was a blind man left by the wayside\nMercy came walking, I saw for the first time\nWhen I tasted grace like I did that day\nI ran to the Father and I gave it all away\nI gave You my heart\nAll I want to do is be consumed by You (Consume me with Your love, set my heart on fire)\nI'm laying down everything now (I lay down everything I've been holding)\nI give it all away (I give it all away, You are all I desire)\nYeah, to get back to the place where I gave You my heart (Take me back to the place where we started)\n\n[Chorus]\nConsume me with Your love, set my heart on fire\nI lay down everything I've been holding (Everything I've been holding, where I gave You my heart)\nI give it all away, You are all I desire\nTake me back to the place where we started\nWhere I gave You my heart, (That's when) I gave you my heart\n\n[Outro]\nI'm coming back to You\nI'm coming back to the place where I gave You my heart""]",51.0,2020-04-07,i'm tired feeling like i'm million miles away began woah-oh-oh best keep sure good intentions got lost along way want waste anymore life looking left looking right i'm coming back consume love set heart fire lay everything i've holding everything i've holding give away desire take back place started gavе heart gave heart rеmember 15 bus ride camp gave life gave life even though yesterday seems far away know still side want waste anymore time looking left looking right i'm coming back consume love set heart fire lay everything i've holding everything i've holding give away desire take back place started gave heart gave heart oh blind man left wayside mercy came walking saw first time tasted grace like day ran father gave away gave heart want consumed consume love set heart fire i'm laying everything lay everything i've holding give away give away desire yeah get back place gave heart take back place started consume love set heart fire lay everything i've holding everything i've holding gave heart give away desire take back place started gave heart that's gave heart i'm coming back i'm coming back place gave heart,2.968815789473685,2.0942105263157895,2.7686842105263154
0.559,0.804,2,-5.704,1,0.0541,0.0159,0.000874,0.154,0.484,175.949,audio_features,spotify:track:43DVtoypVSY4mQV2JrqY9I,https://api.spotify.com/v1/tracks/43DVtoypVSY4mQV2JrqY9I,https://api.spotify.com/v1/audio-analysis/43DVtoypVSY4mQV2JrqY9I,197973,4,The God I Know,Love & The Outcome,These Are The Days,43DVtoypVSY4mQV2JrqY9I,spotify:artist:1xU1V8I8pFrMOjtuSmjPBs,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian pop']","[""[Intro]\nOh-oh-ohhh\nOh-oh-ohhh\n\n[Verse 1]\nIf it was all about religion\nWhat to do, what to say\nWhat to wear on a Sunday\n\nAll about perfection\nBlack and white, wrong or right, never grey\nWell, I'd never make it\nI'd never be good enough (Oh-oh-ohhh)\n\nI try to walk the line, pray that I'd find\nSomething that I knew was real\nBegan to realize, the harder I tried\nThe colder I'd start to feel\nUntil the moment, the second I met Your Love (Oh-oh-ohhh)\n[Chorus]\nAnd then I threw my hands up, worries down\nI remember when He showed me how\nTo break up with my doubt\nOnce I was lost, but now I'm found\nNo strings attached, when He saved my soul\nI want you to know, the God I know\nOh, you gotta know, oh, the God I know\n\n[Verse 2]\nHe is more than just a rescue\nThat's where it starts\nNot where it ends, let freedom in\nMore than just a story, in the sky, wearing white\nHe's alive, in every moment\nAnd now that I know this Love\n(Oh-oh-ohhh)\n\n[Chorus]\nI can throw my hands up, worries down\nI remember when He showed me how\nTo break up, with my doubt\nOnce I was lost, but now I'm found\nNo strings attached, when He saved my soul\nI want you to know, the God I know\nOh, you gotta know, oh, the God I know\n\n[Bridge]\nWhat was I waiting for\nI came alive when I let go\nAll I had was a broken heart\nThen He held me in His arms\n\nWhat was I waiting for\nI came alive when I let go\nAll I had was a broken heart\nThen He held me in His arms\n\n[Chorus]\nI can throw my hands up, worries down\nI remember when He showed me how\nTo break up, with my doubt\nOnce I was lost, but now I'm found\nNo strings attached, when He saved my soul\nI want you to know, the God I know\nOh, you gotta know, oh, the God I know\n\n[Bridge]\nWhat was I waiting for\nI came alive when I let go\nAll I had was a broken heart\nThen He held me in His arms\n\n[Outro]\nWhat was I waiting for\nI came alive when I let go\nAll I had was a broken heart\nThen He held me in His arms\nOh-oh-ohhh, oh-oh-ohhh, oh-oh-ohhh""]",47.0,2016-09-23,oh-oh-ohhh oh-oh-ohhh religion say wear sunday perfection black white wrong right never grey well i'd never make i'd never good enough oh-oh-ohhh try walk line pray i'd find something knew real began realize harder tried colder i'd start feel moment second met love oh-oh-ohhh threw hands worries remember showed break doubt lost i'm found strings attached saved soul want know god know oh gotta know oh god know rescue that's starts ends let freedom story sky wearing white he's alive every moment know love oh-oh-ohhh throw hands worries remember showed break doubt lost i'm found strings attached saved soul want know god know oh gotta know oh god know waiting came alive let go broken heart held arms waiting came alive let go broken heart held arms throw hands worries remember showed break doubt lost i'm found strings attached saved soul want know god know oh gotta know oh god know waiting came alive let go broken heart held arms waiting came alive let go broken heart held arms oh-oh-ohhh oh-oh-ohhh oh-oh-ohhh,3.301999999999999,2.2972000000000006,3.087466666666667
