danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist,album,id,artist_uri,genres,lyrics,popularity,release_date,lyrics_filtered,valence_lyrics,arousal_lyrics,dominance_lyrics
0.253,0.395,2,-9.633,1,0.0306,0.313,0.0,0.316,0.0999,145.963,audio_features,spotify:track:0voVzEvUL4HPHgp7P2rGdt,https://api.spotify.com/v1/tracks/0voVzEvUL4HPHgp7P2rGdt,https://api.spotify.com/v1/audio-analysis/0voVzEvUL4HPHgp7P2rGdt,473653,3,I Need You - Live,Gateway Worship,I Need You (Live),0voVzEvUL4HPHgp7P2rGdt,spotify:artist:2b6REyd5UBBp4ZPDhZ2TNB,"['anthem worship', 'ccm', 'christian music', 'world worship', 'worship']",[''],49.0,2022-02-11,Error: No lyrics found,,,
0.51,0.937,0,-4.979,1,0.0821,0.0187,0.0,0.681,0.539,141.975,audio_features,spotify:track:5uj2wWw0gnNqkVqGNWbGrf,https://api.spotify.com/v1/tracks/5uj2wWw0gnNqkVqGNWbGrf,https://api.spotify.com/v1/audio-analysis/5uj2wWw0gnNqkVqGNWbGrf,244333,4,Nothing Is Impossible (Featuring Israel Houghton),Planetshakers,Nothing Is Impossible,5uj2wWw0gnNqkVqGNWbGrf,spotify:artist:5A0SFJQSdSjFHGcndiGT1s,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']","[""[Chorus]\nThrough You\nI can do anything\nI can do all things\nFor it's You who gives me strength\nNothing is impossible\nThrough You\nBlind eyes are opened\nStrongholds are broken\nI am living by faith\nNothing is impossible!\n\n[Verse]\nI'm not gonna live by what I see\nI'm not gonna live by what I feel\n[Pre-Chorus]\nDeep down I, know that You're here with me\nAnd I know that, You can do anything\n\n[Chorus]\nThrough You\nI can do anything\nI can do all things\nFor it's You who gives me strength\nNothing is impossible\nThrough You\nBlind eyes are opened\nStrongholds are broken\nI am living by faith\nNothing is impossible!\n\n[Verse]\nI'm not gonna live by what I see\nI'm not gonna live by what I feel\n\n[Pre-Chorus]\nDeep down I, know that You're here with me\nAnd I know that, You can do anything\n\n[Chorus]\nThrough You\nI can do anything\nI can do all things\nFor it's You who gives me strength\nNothing is impossible\nThrough You\nBlind eyes are opened\nStrongholds are broken\nI am living by faith\nNothing is impossible!\n\n[Bridge]\nI believe, I believe\nI believe, I believe in You\nI believe, I believe\nI believe, I believe in You\nI believe, I believe\nI believe, I believe in You\nI believe, I believe\nI believe, I believe in You\n\n[Chorus]\nThrough You\nI can do anything\nI can do all things\nFor it's You who gives me strength\nNothing is impossible\nThrough You\nBlind eyes are opened\nStrongholds are broken\nI am living by faith\nNothing is impossible!\n\n[Outro]\nI believe, I believe\nI believe, I believe in You\nI believe, I believe\nI believe, I believe in You""]",58.0,2011-06-28,anything things gives strength nothing impossible blind eyes opened strongholds broken living faith nothing impossible! i'm gonna live see i'm gonna live feel deep know know anything anything things gives strength nothing impossible blind eyes opened strongholds broken living faith nothing impossible! i'm gonna live see i'm gonna live feel deep know know anything anything things gives strength nothing impossible blind eyes opened strongholds broken living faith nothing impossible! believe believe believe believe believe believe believe believe believe believe believe believe believe believe believe believe anything things gives strength nothing impossible blind eyes opened strongholds broken living faith nothing impossible! believe believe believe believe believe believe believe believe,3.1177272727272727,2.187272727272727,2.929090909090909
0.572,0.317,0,-9.108,1,0.0241,0.705,0.00385,0.528,0.38,78.009,audio_features,spotify:track:5fTJGZ6k0zokfh5KLfe0sm,https://api.spotify.com/v1/tracks/5fTJGZ6k0zokfh5KLfe0sm,https://api.spotify.com/v1/audio-analysis/5fTJGZ6k0zokfh5KLfe0sm,238733,4,Missing Peace,JJ Heller,Missing Peace,5fTJGZ6k0zokfh5KLfe0sm,spotify:artist:7dq8KEwf0kQXJhM79iwcPh,"['acoustic pop', 'ccm', 'christian alternative rock', 'christian music', 'indiecoustica', 'neo mellow', 'worship']","[""[Verse 1]\nI know it's here somewhere, the faith I used to have\nBefore the sky fell down\u2005on\u2005me\nBehind the curtain,\u2005beneath the hospital bed\nHiding just beyond\u2005my reach\n\n[Verse 2]\nFeels like my prayers are, bouncing off the ceiling tiles\nLike a helium balloon\nI can't close the distance, between the way I feel\nAnd what I know is true\n\n[Pre-Chorus]\nI'm caught up, in a battle, I wasn't looking for\nWhen I'm searching, for solace, in the middle of a war\n[Chorus]\nYou are, You are, my missing peace\nYou are, You are, You are, my missing peace\nMy missing peace\n\n[Verse 3]\nI'm tired of waiting, but I'm afraid of how it's gonna end\nSo I'm stuck here in between\nBracing for bad news, and hoping for a miracle\nWhile I'm fighting to believe\n\n[Pre-Chorus]\nI'm caught up, in a battle, I wasn't looking for\nWhen I'm searching, for solace, in the middle of a war\n\n[Chorus]\nYou are, You are, my missing peace (You are, You are)\nYou are, You are, You are, my missing peace (You are, You are)\n\n[Bridge]\nYou silence, my worry, when fear is deafening\nI think I, want answers, but what I really need is peace\nMy missing peace\nMy missing peace\n\n[Chorus]\nYou are, You are, You are, my missing peace (You are, You are)\nYou are, You are, You are, my missing peace (You are, You are)\nMy missing peace""]",58.0,2020-01-03,know somewhere faith used sky fell behind curtain beneath hospital bed hiding beyond reach feels like prayers bouncing ceiling tiles like helium balloon can't close distance way feel know true i'm caught battle looking i'm searching solace middle war missing peace missing peace missing peace i'm tired waiting i'm afraid gonna end i'm stuck bracing bad news hoping miracle i'm fighting believe i'm caught battle looking i'm searching solace middle war missing peace missing peace silence worry fear deafening think want answers really need peace missing peace missing peace missing peace missing peace missing peace,3.012500000000001,2.3709999999999996,2.909333333333332
0.367,0.739,11,-7.987,1,0.0411,0.103,0.0,0.0912,0.328,175.877,audio_features,spotify:track:2FJYXPlTmFPAjTwPS1bMnw,https://api.spotify.com/v1/tracks/2FJYXPlTmFPAjTwPS1bMnw,https://api.spotify.com/v1/audio-analysis/2FJYXPlTmFPAjTwPS1bMnw,306253,4,The Lion and the Lamb,Big Daddy Weave,Beautiful Offerings (Deluxe Edition),2FJYXPlTmFPAjTwPS1bMnw,spotify:artist:4SsMf4SjhOlSqEitcprgBt,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']","[""He's coming on the clouds, kings and kingdoms will bow down\nAnd every chain will break, as broken hearts declare His praise\nWho can stop the Lord Almighty?\n\nOur God is the Lion, the Lion of Judah\nHe's roaring with power and fighting our battles\nAnd every knee will bow before You\nOur God is the Lamb, the Lamb that was slain\nFor the sin of the world, His blood breaks the chains\nAnd every knee will bow before the Lion and the Lamb\nOh every knee will bow before the Lion and the Lamb\n\nSo open up the gates, make way before the King of kings\nOur God who calls the saved is here to set the captives free\nWho can stop the Lord Almighty?\nOur God is the Lion, the Lion of Judah\nHe's roaring with power and fighting our battles\nAnd every knee will bow before You\nOur God is the Lamb, the Lamb that was slain\nFor the sin of the world, His blood breaks the chains\nAnd every knee will bow before the Lion and the Lamb\nOh every knee will bow before the Lion and the Lamb\n\nWho can stop the Lord Almighty?\nWho can stop the Lord Almighty?\nWho can stop the Lord Almighty?\nWho can stop the Lord Almighty?\n\nOh who can stop the Lord Almighty?\nWho can stop the Lord Almighty?\nOh who can stop the Lord Almighty?\nWho can stop the Lord?\n\nOur God is the Lion, the Lion of Judah\nHe's roaring with power and fighting our battles\nAnd every knee will bow before You\nOur God is the Lamb, the Lamb that was slain\nFor the sin of the world, His blood breaks the chains\nAnd every knee will bow before the Lion and the Lamb\nOh every knee will bow before the Lion and the Lamb\nAnd every knee will bow before the Lion and the Lamb\nEvery knee will bow before the Lion and the Lamb""]",60.0,2015-09-18,he's coming clouds kings kingdoms bow every chain break broken hearts declare praise stop lord almighty? god lion lion judah he's roaring power fighting battles every knee bow god lamb lamb slain sin world blood breaks chains every knee bow lion lamb oh every knee bow lion lamb open gates make way king kings god calls saved set captives free stop lord almighty? god lion lion judah he's roaring power fighting battles every knee bow god lamb lamb slain sin world blood breaks chains every knee bow lion lamb oh every knee bow lion lamb stop lord almighty? stop lord almighty? stop lord almighty? stop lord almighty? oh stop lord almighty? stop lord almighty? oh stop lord almighty? stop lord? god lion lion judah he's roaring power fighting battles every knee bow god lamb lamb slain sin world blood breaks chains every knee bow lion lamb oh every knee bow lion lamb every knee bow lion lamb every knee bow lion lamb,2.967441860465116,2.3588372093023255,2.883720930232558
0.457,0.362,0,-8.843,1,0.0279,0.637,2.77e-05,0.105,0.153,134.835,audio_features,spotify:track:6iha1ZUpCGUJrrQLDSFYux,https://api.spotify.com/v1/tracks/6iha1ZUpCGUJrrQLDSFYux,https://api.spotify.com/v1/audio-analysis/6iha1ZUpCGUJrrQLDSFYux,289747,3,Come As You Are,Crowder,Neon Steeple,6iha1ZUpCGUJrrQLDSFYux,spotify:artist:39xmI59WrIMyyJjSDq6WCu,"['ccm', 'christian alternative rock', 'christian music', 'worship']","[""[Verse 1]\nCome out of sadness\nFrom wherever you've been\nCome broken hearted\nLet rescue begin\nCome find your mercy\nOh sinner come kneel\nEarth has no sorrow\nThat heaven can't heal\nEarth has no sorrow\nThat heaven can't heal\n\n[Chorus]\nSo lay down your burdens\nLay down your shame\nAll who are broken\nLift up your face\nOh wanderer come home\nYou're not too far\nSo lay down your hurt\nLay down your heart\nCome as you are\n[Verse 2]\nThere's hope for the hopeless\nAnd all those who've strayed\nCome sit at the table\nCome taste the grace\nThere's rest for the weary\nRest that endures\nEarth has no sorrow\nThat heaven can't cure\n\n[Chorus]\nSo lay down your burdens\nLay down your shame\nAll who are broken\nLift up your face\nOh wanderer come home\nYou’re not too far\nSo lay down your hurt\nLay down your heart\nCome as you are\nCome as you are\nFall in his arms\nCome as you are\nThere’s joy for the morning\nOh sinner be still\nEarth has no sorrow\nThat heaven can’t heal\nEarth has no sorrow\nThat heaven can’t heal\n\n[Chorus]\nSo lay down your burdens\nLay down your shame\nAll who are broken\nLift up your face\nOh wanderer come home\nYou’re not too far\nSo lay down your hurt\nLay down your heart\nCome as you are\nCome as you are\nCome as you are""]",62.0,2014-01-01,come sadness wherever come broken hearted let rescue begin come find mercy oh sinner come kneel earth sorrow heaven can't heal earth sorrow heaven can't heal lay burdens lay shame broken lift face oh wanderer come home far lay hurt lay heart come there's hope hopeless who've strayed come sit table come taste grace there's rest weary rest endures earth sorrow heaven can't cure lay burdens lay shame broken lift face oh wanderer come home you’re far lay hurt lay heart come come fall arms come there’s joy morning oh sinner still earth sorrow heaven can’t heal earth sorrow heaven can’t heal lay burdens lay shame broken lift face oh wanderer come home you’re far lay hurt lay heart come come come,3.8591836734693876,2.8400000000000003,3.8322448979591837
0.436,0.434,0,-9.394,1,0.0295,0.0912,1.52e-06,0.0768,0.204,143.869,audio_features,spotify:track:7u2LysBrtCxMztzFYRUojH,https://api.spotify.com/v1/tracks/7u2LysBrtCxMztzFYRUojH,https://api.spotify.com/v1/audio-analysis/7u2LysBrtCxMztzFYRUojH,221805,4,Even Now,Leah Paschall,Even Now,7u2LysBrtCxMztzFYRUojH,spotify:artist:173uICvHhsYJNLaGk8iLYr,[],[''],36.0,2022-03-18,Error: No lyrics found,,,
0.49,0.805,2,-4.578,1,0.0424,0.00289,3.19e-06,0.141,0.166,109.951,audio_features,spotify:track:3QhL4eWBVv64IycG3i9XTb,https://api.spotify.com/v1/tracks/3QhL4eWBVv64IycG3i9XTb,https://api.spotify.com/v1/audio-analysis/3QhL4eWBVv64IycG3i9XTb,298520,4,Glorious Day - Live,Passion,Worthy Of Your Name (Live),3QhL4eWBVv64IycG3i9XTb,spotify:artist:6piIAIurGAryW5h1rqQC16,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']","[""[Verse 1]\nI was buried beneath my shame\nWho could carry that kind of weight\nIt was my tomb\nTill I met You\n\n[Verse 2]\nI was breathing but not alive\nAll my failures I tried to hide\nIt was my tomb\nTill I met You\n\n[Chorus]\nYou called my name\nAnd I ran out of that grave\nOut of the darkness\nInto Your glorious day\nYou called my name\nAnd I ran out of that grave\nOut of the darkness\nInto Your glorious day\n[Verse 3]\nNow Your mercy has saved my soul\nNow Your freedom is all I know\nThe old made new\nJesus, when I met You\n\n[Chorus]\nYou called my name\nAnd I ran out of that grave\nOut of the darkness\nInto Your glorious day\nYou called my name\nAnd I ran out of that grave\nOut of the darkness\nInto Your glorious day\n\n[Bridge]\nI needed rescue\nMy sin was heavy\nBut chains break at the weight of Your glory\nI needed shelter\nI was an orphan\nNow You call me a citizen of heaven\nWhen I was broken\nYou were my healing\nYour love is the air that I'm breathing\nI have a future\nMy eyes are open\n\n[Chorus]\nYou called my name\nAnd I ran out of that grave\nOut of the darkness\nInto Your glorious day\nYou called my name\nAnd I ran out of that grave\nOut of the darkness\nInto Your glorious day""]",62.0,2017-02-17,buried beneath shame could carry kind weight tomb till met breathing alive failures tried hide tomb till met called name ran grave darkness glorious day called name ran grave darkness glorious day mercy saved soul freedom know old made new jesus met called name ran grave darkness glorious day called name ran grave darkness glorious day needed rescue sin heavy chains break weight glory needed shelter orphan call citizen heaven broken healing love air i'm breathing future eyes open called name ran grave darkness glorious day called name ran grave darkness glorious day,3.9192156862745096,2.9074509803921575,3.75392156862745
0.397,0.467,10,-9.143,1,0.0268,0.0515,0.0,0.127,0.25,149.841,audio_features,spotify:track:7v1gAGu7QsN45cQZMryOw1,https://api.spotify.com/v1/tracks/7v1gAGu7QsN45cQZMryOw1,https://api.spotify.com/v1/audio-analysis/7v1gAGu7QsN45cQZMryOw1,256987,4,Hallelujah! Christ Is Risen,Ascent Music,Hallelujah! Christ Is Risen,7v1gAGu7QsN45cQZMryOw1,spotify:artist:1U7iYwFpZqdxRpQYesvyFV,[],[''],27.0,2022-04-01,Error: No lyrics found,,,
0.539,0.971,11,-3.797,0,0.215,0.0042,0.0,0.648,0.42,128.025,audio_features,spotify:track:3wvFggj1ihpMGOecTVSanj,https://api.spotify.com/v1/tracks/3wvFggj1ihpMGOecTVSanj,https://api.spotify.com/v1/audio-analysis/3wvFggj1ihpMGOecTVSanj,246787,4,Endless Praise - Live,Planetshakers,Endless Praise (Live),3wvFggj1ihpMGOecTVSanj,spotify:artist:5A0SFJQSdSjFHGcndiGT1s,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']","['[Verse 1]\n(Oh) You are God, and we lift You up\nWeʼll keep singing, Weʼll keep praising\nWe wonʼt stop, Giving all we got\nCause Your worthy, Of all glory\n\n[Pre-Hook]\nOh, There is no other\nYou are forever, Lord over all\nThereʼs nobody like You, No one beside You\n\n[Hook]\nTo You let endless praise resound\nEvery night and day, and with no delay\nLet endless praise resound yeah\n[Verse 2]\nBoundless Love\nLight before the sun\nYour glory eternal\nNever stops\nGiving all you got\nCreation keeps singing\n\n[Pre-Hook]\nOh, There is no other\nYou are forever, Lord over all\nThereʼs nobody like You, No one beside You\n\n[Hook]\nTo You let endless praise resound\nEvery night and day, and with no delay\nLet endless praise resound\nTo You let endless praise resound\nEvery night and day, and with no delay\nLet endless praise resound\n\n\n[Bridge]\nEarly in the morning early in the evening\nGonna give You praise\nWe lift You up up up\nWeʼre giving You our love love love\nFor everything Youʼve done done done\nWe give you all the praise\nWe lift You up up up\nWeʼre giving You our love love love\nFor everything Youʼve done done done\nWe give you all the praise\n\n[Hook]\nTo You oh Lord let endless praise resound\nEvery night and day, and with no delay\nLet endless praise resound\nTo You (To you) let endless praise resound\nEvery night and day, and with no delay\nLet endless praise resound yeah yeah\nOh Lord']",55.0,2014-03-11,oh god lift weʼll keep singing weʼll keep praising wonʼt stop giving got cause worthy glory [pre-hook] oh forever lord thereʼs nobody like one beside [hook] let endless praise resound every night day delay let endless praise resound yeah boundless love light sun glory eternal never stops giving got creation keeps singing [pre-hook] oh forever lord thereʼs nobody like one beside [hook] let endless praise resound every night day delay let endless praise resound let endless praise resound every night day delay let endless praise resound early morning early evening gonna give praise lift weʼre giving love love love everything youʼve done done done give praise lift weʼre giving love love love everything youʼve done done done give praise [hook] oh lord let endless praise resound every night day delay let endless praise resound let endless praise resound every night day delay let endless praise resound yeah yeah oh lord,2.9988000000000006,2.0025999999999997,2.7074000000000003
0.534,0.704,2,-8.356,1,0.0284,0.0117,0.000955,0.0769,0.158,90.008,audio_features,spotify:track:3G9NZCY67HGVI3wt33buHq,https://api.spotify.com/v1/tracks/3G9NZCY67HGVI3wt33buHq,https://api.spotify.com/v1/audio-analysis/3G9NZCY67HGVI3wt33buHq,318324,4,Royal Entrance,Arrows,Royal Entrance,3G9NZCY67HGVI3wt33buHq,spotify:artist:0WbzNOl1bRvigCUwzhtjJl,[],"[""[Verse]\nFling wide the gates in expectation\nPrepare the way with exaltation\nYou alone are God\nYou alone are\u2005God\nBehold\u2005the King of\u2005awe and wonder\nWrapped in a cloud\u2005of Holy thunder\nYou alone are God\nYou alone are God\n\n[Chorus]\nAll hail to the King of Heaven\nRide in on a throne of praises\nWe welcome You in\nWe welcome You in\nBow down to the Lord Almighty\nMake room for His robe of glory\nWe welcome You in\nWe welcome You, Jesus\n[Verse]\nGod, let Your presence fill this temple\nCrash in and burn up every idol\nYou alone will reign\nYou alone will reign\nCome make our hearts a sacred altar\nA tabernacle for Your honor\nYou alone will reign\nYou alone will reign\n\n[Chorus]\nAll hail to the King of Heaven\nRide in on a throne of praises\nWe welcome You in\nWe welcome You in\nBow down to the Lord Almighty\nMake room for His robe of glory\nWe welcome You in\nWe welcome You, Jesus\n\n[Bridge]\nLord, we make way for Your royal entrance\nYes we do\nLord, we make way for Your royal entrance\nNo one like You God, no one like You\nLord, we make way for Your royal entrance\nYou are Lord, oh God, yes you are! Oh-h-h-h\nLord, we make way for Your royal entrance\nOh, we bow down before You\n\n[Bridge]\nOh Lord, we make way for Your royal entrance, oh, yes we do, yeah!\nAnd Lord, we make way for Your royal entrance\nOh, oh-oh-oh-oh-oh-oh-oh-oh\nWe prepare the way, we praise, we sing\nOh, oh-oh-oh-oh-oh-oh-oh-oh\nHoly are You, Lord, holy are You\nWe pray\n\n[Chorus]\nAll hail to the King of Heaven\nRide in on a throne of praises\nWe welcome You in\nWe welcome You in\nBow down to the Lord Almighty\nMake room for His robe of glory\nWe welcome You in\nWe welcome You, Jesus\n\n[Bridge]\nLord, we make way for Your royal entrance\nWe worship You, oh, we prepare the way\nLord, we make way for Your royal entrance\nOh-h-h-h, there's no one like You, God\nLord, we make way for Your royal entrance""]",38.0,2022-02-25,fling wide gates expectation prepare way exaltation alone god alone god behold king awe wonder wrapped cloud holy thunder alone god alone god hail king heaven ride throne praises welcome welcome bow lord almighty make room robe glory welcome welcome jesus god let presence fill temple crash burn every idol alone reign alone reign come make hearts sacred altar tabernacle honor alone reign alone reign hail king heaven ride throne praises welcome welcome bow lord almighty make room robe glory welcome welcome jesus lord make way royal entrance yes lord make way royal entrance one like god one like lord make way royal entrance lord oh god yes are! oh-h-h-h lord make way royal entrance oh bow oh lord make way royal entrance oh yes yeah! lord make way royal entrance oh oh-oh-oh-oh-oh-oh-oh-oh prepare way praise sing oh oh-oh-oh-oh-oh-oh-oh-oh holy lord holy pray hail king heaven ride throne praises welcome welcome bow lord almighty make room robe glory welcome welcome jesus lord make way royal entrance worship oh prepare way lord make way royal entrance oh-h-h-h there's one like god lord make way royal entrance,4.529672131147541,3.1478688524590153,4.381147540983606
0.584,0.89,7,-5.485,1,0.0322,0.000298,3.63e-06,0.145,0.383,146.005,audio_features,spotify:track:5AdKaYFJr2e7LuTbZCayCJ,https://api.spotify.com/v1/tracks/5AdKaYFJr2e7LuTbZCayCJ,https://api.spotify.com/v1/audio-analysis/5AdKaYFJr2e7LuTbZCayCJ,255619,4,Move In Miracles,Shelly E. Johnson,Move In Miracles,5AdKaYFJr2e7LuTbZCayCJ,spotify:artist:51ivlzD9Vuy7pi21E3FF67,[],"[""[Chorus]\nJesus, Your name is power, nothing's impossible\nYou speak with signs and wonders, You move in miracles\n\n[Verse 1]\nYou are the Lord Almighty, You breathe and Heavens move\nYour power has no rival, nothing compares to You\n\n[Chorus]\nJesus, Your name is power, nothing's impossible\nYou speak with signs and wonders, You move in miracles\nJesus, Your name is power, nothing's impossible\nYou speak with signs and wonders, You move in miracles\nYou move in miracles\n\n[Verse 2]\nYour voice still shakes our mountains, Your hand still parts our seas\nYour glory knows no measure, You can do anything\n[Chorus]\nJesus, Your name is powеr, nothing's impossible\nYou speak with signs and wonders, You movе in miracles\nJesus, Your name is power, nothing's impossible\nYou speak with signs and wonders, You move in miracles\n\n[Bridge]\nWoah, who can stop the Lord Almighty?\nWoah, there is nothing You can't do\nWoah, who can stop the Lord Almighty?\nWoah, there is no one, no one\nWoah, who can stop the Lord Almighty?\nWoah, there is nothing You can't do\nWoah, who can stop the Lord Almighty?\nWoah, there is no one, no one\n\n[Chorus]\nJesus, Your name is power, nothing's impossible\nYou speak with signs and wonders, You move in miracles\nJesus, Your name is power, nothing's impossible\nYou speak with signs and wonders, You move in miracles\n\n[Outro]\nWoah, singing who can stop the Lord Almighty?\nWoah, 'cause there is nothing You can't do\n(Woah) Woah (Woah)\nWho can stop the Lord Almighty? (Who can stop Him?)\nWoah, no, there is no one, no one""]",38.0,2022-02-04,jesus name power nothing's impossible speak signs wonders move miracles lord almighty breathe heavens move power rival nothing compares jesus name power nothing's impossible speak signs wonders move miracles jesus name power nothing's impossible speak signs wonders move miracles move miracles voice still shakes mountains hand still parts seas glory knows measure anything jesus name powеr nothing's impossible speak signs wonders movе miracles jesus name power nothing's impossible speak signs wonders move miracles woah stop lord almighty? woah nothing can't woah stop lord almighty? woah one one woah stop lord almighty? woah nothing can't woah stop lord almighty? woah one one jesus name power nothing's impossible speak signs wonders move miracles jesus name power nothing's impossible speak signs wonders move miracles woah singing stop lord almighty? woah 'cause nothing can't woah woah woah stop lord almighty? stop him? woah one one,2.2171052631578947,1.6294736842105264,2.1892105263157897
0.381,0.532,2,-7.842,1,0.0372,0.00318,0.0,0.098,0.1,143.774,audio_features,spotify:track:0VqMBJyeeRA4I6mSPO5uqZ,https://api.spotify.com/v1/tracks/0VqMBJyeeRA4I6mSPO5uqZ,https://api.spotify.com/v1/audio-analysis/0VqMBJyeeRA4I6mSPO5uqZ,302577,4,Holy Spirit,Francesca Battistelli,If We're Honest (Deluxe Version),0VqMBJyeeRA4I6mSPO5uqZ,spotify:artist:29ywwKkxfoH7iWwNY1UezA,"['ccm', 'christian alternative rock', 'christian music', 'worship']","[""[Verse 1]\nThere's nothing worth more\nThat could ever come close\nNo thing can compare\nYou're our living hope\nYour presence, Lord\n\nI've tasted and seen\nOf the sweetest of loves\nWhere my heart becomes free\nAnd my shame is undone\nYour presence, Lord\n\n[Chorus]\nHoly Spirit, You are welcome here\nCome flood this place and fill the atmosphere\nYour glory, God, is what our hearts long for\nTo be overcome, by Your presence, Lord\nYour presence, Lord\n[Verse 2]\nThere's nothing worth more\nThat could ever come close\nNo thing can compare\nYou're our living hope\nYour presence, Lord\n\nI've tasted and seen\nOf the sweetest of loves\nWhere my heart becomes free\nAnd my shame is undone\nYour presence, Lord\n\n[Chorus]\nHoly Spirit, You are welcome here\nCome flood this place and fill the atmosphere\nYour glory, God, is what our hearts long for\nTo be overcome by Your presence, Lord\nYour presence, Lord\n\n[Bridge]\nLet us become more aware of Your presence\nLet us experience the glory of Your goodness\nLet us become more aware of Your presence\nLet us experience the glory of Your goodness\n|2x|\n\n[Outro]\nHoly Spirit, You are welcome here\nCome flood this place and fill the atmosphere\nYour glory, God, is what our hearts long for\nTo be overcome by Your presence, Lord""]",61.0,2014-04-22,there's nothing worth could ever come close thing compare living hope presence lord i've tasted seen sweetest loves heart becomes free shame undone presence lord holy spirit welcome come flood place fill atmosphere glory god hearts long overcome presence lord presence lord there's nothing worth could ever come close thing compare living hope presence lord i've tasted seen sweetest loves heart becomes free shame undone presence lord holy spirit welcome come flood place fill atmosphere glory god hearts long overcome presence lord presence lord let us become aware presence let us experience glory goodness let us become aware presence let us experience glory goodness |2x| holy spirit welcome come flood place fill atmosphere glory god hearts long overcome presence lord,3.601666666666667,2.5916666666666663,3.55452380952381
0.348,0.51,7,-7.06,1,0.0289,0.292,0.00952,0.123,0.0838,139.136,audio_features,spotify:track:2bK2wlYEPubUG2GupCCPjd,https://api.spotify.com/v1/tracks/2bK2wlYEPubUG2GupCCPjd,https://api.spotify.com/v1/audio-analysis/2bK2wlYEPubUG2GupCCPjd,310186,4,Surround Me,Elevate Church Music,Surround Me,2bK2wlYEPubUG2GupCCPjd,spotify:artist:4OnK5vIKlrMHoSdCSuMLkK,[],"[""[Verse]\nEven though the waves come crashing, I still believe\nEven though I feel I'm drowning, I still believe\nEven though I feel forgotten, I still believe\n\n[Chorus]\nThe voice of the Lord it thunders\nThe voice of the Lord calms the seas\nThe God of glory thunders\nThe voice of the Lord echoes inside of me, inside of me\n\n[Verse]\nEven when my heart can't feel it, I still believe\nEvеn when my eyes can't see it, I still bеlieve\nEven though my faith is shaken, oh, I still believe\n[Chorus]\nOh-oh\nThe voice of the Lord it thunders\nThe voice of the Lord calms the seas\nThe God of glory thunders\nThe voice of the Lord echoes inside of me, inside of me\n\n[Bridge]\nMy God surrounds me\nMy God surrounds me\nIn reckless abandon, I shout unto You\nMy God surrounds me\nMy God surrounds me\nMy Anchor, my Hope, my Healer, my Joy\n\n[Bridge]\nMy God surrounds me\nMy God surrounds me\nIn reckless abandon, I shout unto You\nMy God surrounds me\nMy God surrounds me\nMy Anchor, my Hope, my Healer, my Joy\n\n[Bridge]\nMy God surrounds me\nMy God surrounds me\nIn reckless abandon, I shout unto You\nMy God surrounds me\nMy God surrounds me\nMy Anchor, my Hope, my Healer, my Joy\n\n[Chorus]\nThe voice of the Lord it thunders\nThe voice of the Lord calms the seas\nThe God of glory thunders\nThe voice of the Lord echoes inside of me, inside of me\n\n[Chorus]\nThe voice of the Lord it thunders\nThe voice of the Lord calms the seas\nThe God of glory thunders\nThe voice of the Lord echoes inside of me, inside of me""]",38.0,2022-02-13,even though waves come crashing still believe even though feel i'm drowning still believe even though feel forgotten still believe voice lord thunders voice lord calms seas god glory thunders voice lord echoes inside inside even heart can't feel still believe evеn eyes can't see still bеlieve even though faith shaken oh still believe oh-oh voice lord thunders voice lord calms seas god glory thunders voice lord echoes inside inside god surrounds god surrounds reckless abandon shout unto god surrounds god surrounds anchor hope healer joy god surrounds god surrounds reckless abandon shout unto god surrounds god surrounds anchor hope healer joy god surrounds god surrounds reckless abandon shout unto god surrounds god surrounds anchor hope healer joy voice lord thunders voice lord calms seas god glory thunders voice lord echoes inside inside voice lord thunders voice lord calms seas god glory thunders voice lord echoes inside inside,2.78948717948718,2.0189743589743587,2.6241025641025644
