,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist,album,id,artist_uri,genres,lyrics,popularity,release_date,lyrics_filtered,valence_lyrics,arousal_lyrics,dominance_lyrics
5577,0.301,0.0588,7.0,-18.736,1.0,0.0325,0.91,0.00911,0.101,0.209,49.021,audio_features,spotify:track:0Bybo3KobzGTREyK3gndqc,https://api.spotify.com/v1/tracks/0Bybo3KobzGTREyK3gndqc,https://api.spotify.com/v1/audio-analysis/0Bybo3KobzGTREyK3gndqc,168750,4,Windless Days,Eddie Harper,Straight Forward,0Bybo3KobzGTREyK3gndqc,spotify:artist:7297VsEKnQhcbuXvB3GJ68,['background jazz'],[''],50.0,2020-09-04,Error: No lyrics found,,,
2548,0.817,0.331,4.0,-10.77,1.0,0.0437,0.824,0.000195,0.132,0.806,103.969,audio_features,spotify:track:0RH2ZMU49ZXMPVQebiG8Gz,https://api.spotify.com/v1/tracks/0RH2ZMU49ZXMPVQebiG8Gz,https://api.spotify.com/v1/audio-analysis/0RH2ZMU49ZXMPVQebiG8Gz,233938,4,Lemon Pie,Standing Egg,Ambler,0RH2ZMU49ZXMPVQebiG8Gz,spotify:artist:6a3Mfrn2XBR1DfPg1QGa1d,"['k-indie', 'k-pop', 'korean pop']",[''],0.0,2013-04-16,Error: No lyrics found,,,
5285,0.523,0.0537,0.0,-26.554,1.0,0.0404,0.945,0.909,0.143,0.151,135.434,audio_features,spotify:track:2EgUmjUQDFjWTifxLmkTWv,https://api.spotify.com/v1/tracks/2EgUmjUQDFjWTifxLmkTWv,https://api.spotify.com/v1/audio-analysis/2EgUmjUQDFjWTifxLmkTWv,228241,4,Love & Jazz Piano,Cafe Music BGM channel,Piano Café ~Relaxing Jazz Piano Music~,2EgUmjUQDFjWTifxLmkTWv,spotify:artist:3yKoHgjtyenCOIRaD2Gghu,[],[''],26.0,2018-09-07,Error: No lyrics found,,,
7024,0.795,0.378,4.0,-9.979,1.0,0.316,0.859,0.0,0.204,0.576,100.227,audio_features,spotify:track:4qug3gWrzeTNm0GhOkugJV,https://api.spotify.com/v1/tracks/4qug3gWrzeTNm0GhOkugJV,https://api.spotify.com/v1/audio-analysis/4qug3gWrzeTNm0GhOkugJV,233747,4,Love Yourself,Justin Bieber,Love Yourself,4qug3gWrzeTNm0GhOkugJV,spotify:artist:1uNFoZAHBGtllmzznpCI3s,"['canadian pop', 'pop']","[""[Produced by Benny Blanco]\n\n[Verse 1]\nFor all the times that you rained on my parade\nAnd all the clubs you get in using my name\nYou think you broke my heart, oh girl, for goodness sake\nYou think I'm cryin' on my own, well I ain't\n\n[Refrain]\nAnd I didn't wanna write a song\n'Cause I didn't want anyone thinking I still care\nI don't, but you still hit my phone up\nAnd baby, I'll be movin' on\nAnd I think you should be somethin' I don't wanna hold back\nMaybe you should know that\n[Pre-Chorus]\nMy mama don't like you and she likes everyone\nAnd I never like to admit that I was wrong\nAnd I've been so caught up in my job, didn't see what's going on\nBut now I know, I'm better sleeping on my own\n\n[Chorus]\n'Cause if you like the way you look that much\nOh baby, you should go and love yourself\nAnd if you think that I'm still holdin' on to somethin'\nYou should go and love yourself\n\n[Verse 2]\nBut when you told me that you hated my friends\nThe only problem was with you and not them\nAnd every time you told me my opinion was wrong\nAnd tried to make me forget where I came from\n\n[Refrain]\nAnd I didn't wanna write a song\n'Cause I didn't want anyone thinking I still care\nI don't, but you still hit my phone up\nAnd baby, I'll be movin' on\nAnd I think you should be somethin' I don't wanna hold back\nMaybe you should know that\n\n[Pre-Chorus]\nMy mama don't like you and she likes everyone\nAnd I never like to admit that I was wrong\nAnd I've been so caught up in my job, didn't see what's going on\nBut now I know, I'm better sleeping on my own\n\n[Chorus]\n'Cause if you like the way you look that much\nOh baby, you should go and love yourself\nAnd if you think that I'm still holdin' on to somethin'\nYou should go and love yourself\n\n[Bridge]\nFor all the times that you made me feel small\nI fell in love, now I feel nothin' at all\nI never felt so low and I was vulnerable\nWas I a fool to let you break down my walls?\n\n[Chorus]\n'Cause if you like the way you look that much\nOh baby, you should go and love yourself\nAnd if you think that I'm still holdin' on to somethin'\nYou should go and love yourself\n'Cause if you like the way you look that much\nOh baby, you should go and love yourself\nAnd if you think that I'm still holdin' on to somethin'\nYou should go and love yourself""]",0.0,2015-11-10,[produced benny blanco] times rained parade clubs get using name think broke heart oh girl goodness sake think i'm cryin' well ain't [refrain] wanna write song 'cause want anyone thinking still care still hit phone baby i'll movin' think somethin' wanna hold back maybe know mama like likes everyone never like admit wrong i've caught job see what's going know i'm better sleeping 'cause like way look much oh baby go love think i'm still holdin' somethin' go love told hated friends problem every time told opinion wrong tried make forget came [refrain] wanna write song 'cause want anyone thinking still care still hit phone baby i'll movin' think somethin' wanna hold back maybe know mama like likes everyone never like admit wrong i've caught job see what's going know i'm better sleeping 'cause like way look much oh baby go love think i'm still holdin' somethin' go love times made feel small fell love feel nothin' never felt low vulnerable fool let break walls? 'cause like way look much oh baby go love think i'm still holdin' somethin' go love 'cause like way look much oh baby go love think i'm still holdin' somethin' go love,2.8392941176470585,1.9708235294117655,2.5260000000000007
2003,0.472,0.366,11.0,-12.595,0.0,0.0286,0.15,0.308,0.0837,0.171,127.167,audio_features,spotify:track:29zkoUsOE50f0I3n44LjjU,https://api.spotify.com/v1/tracks/29zkoUsOE50f0I3n44LjjU,https://api.spotify.com/v1/audio-analysis/29zkoUsOE50f0I3n44LjjU,382297,4,Comfortably Numb - 2011 Remastered Version,Pink Floyd,The Wall [2011 - Remaster] (2011 Remastered Version),29zkoUsOE50f0I3n44LjjU,spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']","[""[Intro]\n\n[Verse 1: Roger Waters]\nHello? (Hello, hello, hello)\nIs there anybody in there?\nJust nod if you can hear me\nIs there anyone home?\nCome on (Come on, come on), now\nI hear you're feeling down\nWell, I can ease your pain\nAnd get you on your feet again\nRelax (Relax, relax, relax)\nI'll need some information first\nJust the basic facts\nCan you show me where it hurts?\n[Pre-Chorus 1: David Gilmour]\nThere is no pain, you are receding\nA distant ship, smoke on the horizon\nYou are only coming through in waves\nYour lips move, but I can't hear what you're saying\nWhen I was a child, I had a fever\nMy hands felt just like two balloons\nNow I've got that feeling once again\nI can't explain, you would not understand\nThis is not how I am\n\n[Chorus: David Gilmour]\nI have become comfortably numb\n\n[Guitar Solo 1]\n\n[Chorus: David Gilmour]\nI have become comfortably numb\n\n[Verse 2: Roger Waters]\nOkay (Okay, okay, okay)\nJust a little pinprick\nThere'll be no more\nBut you may feel a little sick\nCan you stand up? (Stand up, stand up)\nI do believe it's working, good\nThat'll keep you going through the show\nCome on, it's time to go\n\n[Pre-Chorus 2: David Gilmour]\nThere is no pain, you are receding\nA distant ship, smoke on the horizon\nYou are only coming through in waves\nYour lips move, but I can't hear what you're saying\nWhen I was a child, I caught a fleeting glimpse\nOut of the corner of my eye\nI turned to look, but it was gone\nI cannot put my finger on it now\nThe child is grown, the dream is gone\n\n[Chorus: David Gilmour]\nI have become comfortably numb\n\n[Guitar Solo 2]""]",0.0,1979-11-30,hello? hello hello hello anybody there? nod hear anyone home? come come come hear feeling well ease pain get feet relax relax relax relax i'll need information first basic facts show hurts? [pre-chorus 1: david gilmour] pain receding distant ship smoke horizon coming waves lips move can't hear saying child fever hands felt like two balloons i've got feeling can't explain would understand become comfortably numb [guitar solo 1] become comfortably numb okay okay okay okay little pinprick there'll may feel little sick stand up? stand stand believe working good keep going show come time go [pre-chorus 2: david gilmour] pain receding distant ship smoke horizon coming waves lips move can't hear saying child caught fleeting glimpse corner eye turned look gone cannot put finger child grown dream gone become comfortably numb [guitar solo 2],2.948863636363636,1.948409090909091,2.8080681818181823
9325,0.341,0.601,1.0,-14.393,1.0,0.0361,0.613,0.832,0.36,0.841,180.101,audio_features,spotify:track:7gNDoczqxYznKEIDrY1mp8,https://api.spotify.com/v1/tracks/7gNDoczqxYznKEIDrY1mp8,https://api.spotify.com/v1/audio-analysis/7gNDoczqxYznKEIDrY1mp8,213333,4,Proletarian Gothic,The End of Electronics,Proletarian Gothic,7gNDoczqxYznKEIDrY1mp8,spotify:artist:0r5L0sYEYV2cCNIzhetV7K,['russian post-punk'],[''],41.0,2019-10-28,Error: No lyrics found,,,
1596,0.668,0.623,11.0,-5.847,0.0,0.133,0.454,1.19e-06,0.104,0.223,98.006,audio_features,spotify:track:38U3gfBThE5pxlHjZm9hZ7,https://api.spotify.com/v1/tracks/38U3gfBThE5pxlHjZm9hZ7,https://api.spotify.com/v1/audio-analysis/38U3gfBThE5pxlHjZm9hZ7,254746,4,Vision,Elektronomia,Vision,38U3gfBThE5pxlHjZm9hZ7,spotify:artist:7qgorhDacy1FRz5HkAhDtu,['gaming edm'],"[""[Instrumental]\n\n[Bridge: Rocky Balboa]\nThe world ain't sunshine and rainbows\nIt's a very mean and nasty place\nAnd I don't care how tough you are\nIt will beat you till your knees and\nKeep you there permanently if you let it\nYou, me or nobody is gonna hit as hard as life\nBut it ain't about how hard you hit\nIt's about how hard you get hit and\nKeep moving forward, how much you can take\nAnd keep moving forward\nThat's how winning is done!\nNow if you know what you're worth than go out\nAnd get what you're worth\nBut you gotta be willing to take the hits\nAnd not pointing fingers saying\nYou're ain't what you wanna be because of him or her or anybody, cowards do that and that ain't you, you're better than that!\n[Instrumental]\n\n[Bridge: Rocky Balboa]\nThe world ain't sunshine and rainbows\nIt will beat you till your knees and\nKeep you there permanently if you let it\nIt's about how hard you get hit and\nKeep moving forward\nThat's how winning is done! and\nYou're better than that!\n\n[Instrumental]""]",52.0,2015-05-06,[instrumental] world ain't sunshine rainbows mean nasty place care tough beat till knees keep permanently let nobody gonna hit hard life ain't hard hit hard get hit keep moving forward much take keep moving forward that's winning done! know worth go get worth gotta willing take hits pointing fingers saying ain't wanna anybody cowards ain't better that! [instrumental] world ain't sunshine rainbows beat till knees keep permanently let hard get hit keep moving forward that's winning done! better that! [instrumental],2.335813953488372,1.786744186046512,2.307906976744186
6817,0.796,0.586,4.0,-6.946,0.0,0.147,0.0247,0.0,0.132,0.179,97.981,audio_features,spotify:track:7DcvwMAiqKJQD1rrdfxSDx,https://api.spotify.com/v1/tracks/7DcvwMAiqKJQD1rrdfxSDx,https://api.spotify.com/v1/audio-analysis/7DcvwMAiqKJQD1rrdfxSDx,200107,4,The London (feat. J. Cole & Travis Scott),Young Thug,The London (feat. J. Cole & Travis Scott),7DcvwMAiqKJQD1rrdfxSDx,spotify:artist:50co4Is1HCEo8bhOyUWKpn,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'rap', 'trap']","['[Intro: J. Cole]\nYeah, yeah, yeah\nOh, oh, woah\nWoah, woah\nOh\n(You good, T-Minus?)\nOh\n\n[Chorus: Travis Scott]\nMe-meet me at The London\nIf you find time, we can run one\nTalk about some things we can\'t undo\nYou just send the pin, I can find you\n6\'1"", on the money, 9\'2""\nYou just say the word and I\'ll run through\nTwo texts, no reply, that\'s when I knew\nI knew, I knew, yeah, I knew\n[Verse 1: J. Cole]\nYeah, circumnavigate the globe as the cash grows (Grow)\nGet a nigga whacked like you get the grass mowed (Mowed)\nI\'m talkin\' slick when I\'m with the Big Slime, nigga (Slime)\nCould hit your bitch, you could never hit mine, nigga (Mine)\nIn my DM, they electric slide, nigga (Huh, slide)\nNo catfishin\', this is not a fish fry, nigga\nNever switch sides on my dog\nCatch a contact, hitch a ride, go to Mars\nEverybody sing\nHow could you come up out your face\nAnd say I ain\'t the hardest nigga you done ever heard?\nI left a flock of rappers dead and buried\nA verse from me is like eleven birds\nJust did the math, that\'s like two thousand dollars every word\nI\'m on the verge, I\'ll beat the charge\nI killed some niggas and I walked away from it\nThen I observe, just how you curve\nThen told the nigga that they gotta wait for it\n""I know—I know you in high demand""\nI\'m ballin\' on a pussy nigga like Juwanna Mann\nI\'m drownin\' all inside the pussy like I never swam\nAyy, fuck your IG, I put somethin\' on your sonogram\nI\'m the man, ayy, ayy\n\n[Chorus: Travis Scott]\nMe-meet me at The London\nIf you find time, we can run one\nTalk about some things we can\'t undo\nYou just send the pin, I can find you\n6\'1"", on the money, 9\'2""\nYou just say the word and I\'ll run through\nTwo texts, no reply, that\'s when I knew\nI knew, I knew, yeah, I knew\n\n[Verse 2: Young Thug]\nPimp talk, church talk, I can make a brick walk (Woo)\nUp north, down south, Bankhead to Rachel Walk (Ayy)\nHit it with a little water, stretch it like a vocal cord\nSTD, I run my ward, fuck a fed and his daughter (Let\'s go)\nI\'ma run the compound (Yeah)\nI supply the cigarettes and bread (Woo)\nI got a main and she gon\' ride (Uh-huh)\nShe took a quarter and she fled (Uh)\nI\'m in the Lamb\', so she gon\' ride (Yeah)\nI see the pain in shawty\'s light brown eyes (Ooh)\nI\'m at The London with some big thots\nNo fries, she eat steaks with the fish sides\nDidn\'t your mama tell you when something on fire, stop, drop and roll? (Aw yeah)\nI\'ve been on the road like a pair of spinners at Stop-N-Go\'s (Yeah)\nI could charge \'em like a Dodge Hemi Demon\nGot your broad in the garage eatin\' semen\nEvery time a nigga go back to the ward\nNiggas act like they want start\nAnd we leave them on the cement (Grra, grra)\n\n[Chorus: Travis Scott]\nMe-meet me at The London\nIf you find time, we can run one\nTalk about some things we can\'t undo\nYou just send the pin, I can find you\n6\'1"", on the money, 9\'2""\nYou just say the word and I\'ll run through\nTwo texts, no reply, that\'s when I knew\nI knew, I knew, yeah, I knew\n\n[Outro: Travis Scott]\nI, crash down, we get money (Hey)\nFor the full town (Woah, when you won\'t play, I)\nI decided, for the full side (Hoes will say)\nAnd they know, I might (And fly, I...)\nGet down, might (Don\'t play)\nSee the whole town every time, I... (Oh, every day)\nYeah, they know what\'s up (Folks will say)']",72.0,2019-05-23,"yeah yeah yeah oh oh woah woah woah oh good t-minus? oh me-meet london find time run one talk things can't undo send pin find 6'1"" money 9'2"" say word i'll run two texts reply that's knew knew knew yeah knew yeah circumnavigate globe cash grows grow get nigga whacked like get grass mowed mowed i'm talkin' slick i'm big slime nigga slime could hit bitch could never hit mine nigga mine dm electric slide nigga huh slide catfishin' fish fry nigga never switch sides dog catch contact hitch ride go mars everybody sing could come face say ain't hardest nigga done ever heard? left flock rappers dead buried verse like eleven birds math that's like two thousand dollars every word i'm verge i'll beat charge killed niggas walked away observe curve told nigga gotta wait ""i know—i know high demand"" i'm ballin' pussy nigga like juwanna mann i'm drownin' inside pussy like never swam ayy fuck ig put somethin' sonogram i'm man ayy ayy me-meet london find time run one talk things can't undo send pin find 6'1"" money 9'2"" say word i'll run two texts reply that's knew knew knew yeah knew pimp talk church talk make brick walk woo north south bankhead rachel walk ayy hit little water stretch like vocal cord std run ward fuck fed daughter let's go i'ma run compound yeah supply cigarettes bread woo got main gon' ride uh-huh took quarter fled uh i'm lamb' gon' ride yeah see pain shawty's light brown eyes ooh i'm london big thots fries eat steaks fish sides mama tell something fire stop drop roll? aw yeah i've road like pair spinners stop-n-go's yeah could charge 'em like dodge hemi demon got broad garage eatin' semen every time nigga go back ward niggas act like want start leave cement grra grra me-meet london find time run one talk things can't undo send pin find 6'1"" money 9'2"" say word i'll run two texts reply that's knew knew knew yeah knew crash get money hey full town woah play decided full side hoes say know might fly i... get might play see whole town every time i... oh every day yeah know what's folks say",2.944682926829268,2.160926829268293,2.8994146341463414
1351,0.256,0.423,6.0,-11.994,1.0,0.035,0.000788,0.402,0.25,0.441,173.27,audio_features,spotify:track:5MtN38MGEWJt60LwtBmFNP,https://api.spotify.com/v1/tracks/5MtN38MGEWJt60LwtBmFNP,https://api.spotify.com/v1/audio-analysis/5MtN38MGEWJt60LwtBmFNP,320907,3,Texas Flood,Stevie Ray Vaughan,Texas Flood (Legacy Edition),5MtN38MGEWJt60LwtBmFNP,spotify:artist:5fsDcuclIe8ZiBD5P787K1,"['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'instrumental rock', 'modern blues', 'rock', 'texas blues']","[""[Verse 1]\nWell it's floodin' down in Texas\nAll of the telephone lines are down\nWell it's floodin' down in Texas\nAll of the telephone lines are down\nAnd I've been tryin' to call my baby\nLord, and I can't get a single sound\n\n[Verse 2]\nWell dark clouds are rollin' in\nMan I'm standin' out in the rain\nWell dark clouds are rollin' in\nMan I'm standin' out in the rain\nYeah floodwater keep a rollin'\nMan it's about to drive poor me insane\n[Solo]\n\n[Verse 3]\nWell, I'm leavin' you baby\nLord, and I'm goin' back home to stay\nWell, I'm leavin' you baby\nLord, and I'm goin' back home to stay\nWell back home there's no floods or tornados\nBaby, and the sun shines every day""]",59.0,1983,well floodin' texas telephone lines well floodin' texas telephone lines i've tryin' call baby lord can't get single sound well dark clouds rollin' man i'm standin' rain well dark clouds rollin' man i'm standin' rain yeah floodwater keep rollin' man drive poor insane [solo] well i'm leavin' baby lord i'm goin' back home stay well i'm leavin' baby lord i'm goin' back home stay well back home there's floods tornados baby sun shines every day,2.9155000000000006,1.9310000000000005,2.645
9582,0.518,0.619,2.0,-7.323,0.0,0.0312,0.0364,0.0,0.246,0.435,131.977,audio_features,spotify:track:1H08LzPPE8TcMHLbaulnWs,https://api.spotify.com/v1/tracks/1H08LzPPE8TcMHLbaulnWs,https://api.spotify.com/v1/audio-analysis/1H08LzPPE8TcMHLbaulnWs,372120,4,Ku Sapu Airmata Perpisahan,Stings,Memori Hit - Stings (1994-2001),1H08LzPPE8TcMHLbaulnWs,spotify:artist:3fmwpWRwGkgVkXTqsygeyr,['rock kapak'],[''],45.0,2009-01-01,Error: No lyrics found,,,
8905,0.518,0.397,9.0,-10.249,1.0,0.0386,0.721,3.27e-06,0.126,0.177,89.897,audio_features,spotify:track:488BRQDxWjQvasYBSnlf53,https://api.spotify.com/v1/tracks/488BRQDxWjQvasYBSnlf53,https://api.spotify.com/v1/audio-analysis/488BRQDxWjQvasYBSnlf53,234467,4,海の幽霊,Kenshi Yonezu,STRAY SHEEP,488BRQDxWjQvasYBSnlf53,spotify:artist:1snhtMLeb2DYoMOcVbb8iB,"['anime', 'j-pop']",[None],1.0,2020-08-05,Error: No lyrics found,,,
1937,0.674,0.295,8.0,-12.136,1.0,0.042,0.749,0.179,0.105,0.265,80.01,audio_features,spotify:track:2xS113kad9FfTetNyb98IJ,https://api.spotify.com/v1/tracks/2xS113kad9FfTetNyb98IJ,https://api.spotify.com/v1/audio-analysis/2xS113kad9FfTetNyb98IJ,248062,4,Lemonade,kennytheking,Lemonade,2xS113kad9FfTetNyb98IJ,spotify:artist:4693A2I2TyU25cJJLJXgYS,[],"[""[Verse 1]\nThere are some things\nI'm 'bout to tell you\nThat's something in common\nYou born in April, babe\nAnd I know, you're an only child\nBut so did I, and so am I\nThere are some things I'm 'bout to say\nThat might make you feel pleasures\nYou listen to jazz\nBut love to vibe to my music\n'Cause them all for you\n'Cause them all to you\n\n[Chorus]\nBaby, you\nYou're like the lemon in my ginger teas, yes\nYou're like the summer breeze in nicest dreams\nYou get me higher than the highest trees\nYou make mе horny with your lingeries\nBaby, you\nYou're likе the lemon in my ginger teas, yes\nYou're like the summer breeze in nicest dreams\nYou get me higher than the highest trees\nYou make me horny with your lingeries\n[Interlude]\nDa, da-da, da-da, da-da, da-da\nDa, da-da, da-da, da-da, da-da, ooh\n\n[Bridge]\nBaby, you are so special to me that I can't believe what I'm seeing\nThe time, all the time, yes\n\n[Chorus]\nBaby, you\nYou're like the lemon in my ginger teas, yes\nYou're like the summer breeze in nicest dreams\nYou get me higher than the highest trees\nYou make me horny with your lingeries\nBaby, you\nYou're like the lemon in my ginger teas, yes\nYou're like the summer breeze in nicest dreams\nYou get me higher than the highest trees\nYou make me horny with your lingeries\n\n[Outro]\nDa, da-da, da-da, da-da, da-da\nDa, da-da, da-da, da-da, da-da, ooh""]",0.0,2019-04-08,things i'm 'bout tell that's something common born april babe know child things i'm 'bout say might make feel pleasures listen jazz love vibe music 'cause 'cause baby like lemon ginger teas yes like summer breeze nicest dreams get higher highest trees make mе horny lingeries baby likе lemon ginger teas yes like summer breeze nicest dreams get higher highest trees make horny lingeries da da-da da-da da-da da-da da da-da da-da da-da da-da ooh baby special can't believe i'm seeing time time yes baby like lemon ginger teas yes like summer breeze nicest dreams get higher highest trees make horny lingeries baby like lemon ginger teas yes like summer breeze nicest dreams get higher highest trees make horny lingeries da da-da da-da da-da da-da da da-da da-da da-da da-da ooh,3.4104081632653065,2.1922448979591835,2.8920408163265314
4228,0.84,0.425,9.0,-9.404,0.0,0.0871,0.262,0.921,0.116,0.539,92.97,audio_features,spotify:track:4mkjTB0pCowcxXvTDldEOC,https://api.spotify.com/v1/tracks/4mkjTB0pCowcxXvTDldEOC,https://api.spotify.com/v1/audio-analysis/4mkjTB0pCowcxXvTDldEOC,131559,4,Dulce,FloFilz,Cenário,4mkjTB0pCowcxXvTDldEOC,spotify:artist:39ZQx0618UYVBgGTDOJ2ds,"['chillhop', 'jazz boom bap', 'lo-fi beats']",[''],0.0,2016-09-02,Error: No lyrics found,,,
8806,0.559,0.345,4.0,-13.496,1.0,0.0459,0.0576,0.000105,0.141,0.458,84.581,audio_features,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,https://api.spotify.com/v1/tracks/3d9DChrdc6BOeFsbrZ3Is0,https://api.spotify.com/v1/audio-analysis/3d9DChrdc6BOeFsbrZ3Is0,264307,4,Under the Bridge,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),3d9DChrdc6BOeFsbrZ3Is0,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']","[""[Instrumental Intro]\n\n[Verse 1]\nSometimes I feel like I don't have a partner\nSometimes I feel like my only friend\nIs the city I live in, The City of Angels\nLonely as I am, together we cry\n\n[Verse 2]\nI drive on her streets 'cause she's my companion\nI walk through her hills 'cause she knows who I am\nShe sees my good deeds and she kisses me windy\nWell, I never worry, now that is a lie\n\n[Chorus]\nI don't ever wanna feel like I did that day\nBut take me to the place I love, take me all the way\nI don't ever wanna feel like I did that day\nBut take me to the place I love, take me all the way\n[Post-Chorus]\nYeah, yeah-yeah\n\n[Verse 3]\nIt's hard to believe that there's nobody out there\nIt's hard to believe that I'm all alone\nAt least I have her love, the city, she loves me\nLonely as I am together we cry\n\n[Chorus]\nI don't ever wanna feel like I did that day\nBut take me to the place I love, take me all the way\nI don't ever wanna feel like I did that day\nBut take me to the place I love, take me all the way\n\n[Bridge]\nYeah, yeah yeah\nOh, no, no, no, yeah yeah\nLove me, I say, yeah yeah\n(One time)\n\n[Outro]\nUnder the bridge downtown\nIs where I drew some blood\nUnder the bridge downtown\nI could not get enough\nUnder the bridge downtown\nForgot about my love\nUnder the bridge downtown\nI gave my life away, yeah\nYeah yeah\nOh, no, no no no, yeah yeah\nOh no, I said oh, yeah yeah\nHere I stay""]",83.0,1991-09-24,[instrumental intro] sometimes feel like partner sometimes feel like friend city live city angels lonely together cry drive streets 'cause companion walk hills 'cause knows sees good deeds kisses windy well never worry lie ever wanna feel like day take place love take way ever wanna feel like day take place love take way yeah yeah-yeah hard believe there's nobody hard believe i'm alone least love city loves lonely together cry ever wanna feel like day take place love take way ever wanna feel like day take place love take way yeah yeah yeah oh yeah yeah love say yeah yeah one time bridge downtown drew blood bridge downtown could get enough bridge downtown forgot love bridge downtown gave life away yeah yeah yeah oh yeah yeah oh said oh yeah yeah stay,2.8269841269841263,2.070952380952381,2.6046031746031746
4047,0.678,0.62,2.0,-5.922,1.0,0.162,0.143,0.0,0.055,0.68,174.933,audio_features,spotify:track:7mxwldUO8HTQqta3EmduEp,https://api.spotify.com/v1/tracks/7mxwldUO8HTQqta3EmduEp,https://api.spotify.com/v1/audio-analysis/7mxwldUO8HTQqta3EmduEp,247843,4,啵啦,J.Sheon,J.Sheon 同名專輯 街巷,7mxwldUO8HTQqta3EmduEp,spotify:artist:4DEItwf281SHmTnS8q3Mn9,"['mandopop', 'taiwan pop', 'taiwan singer-songwriter']",[None],42.0,2017-05-05,Error: No lyrics found,,,
8446,0.657,0.465,5.0,-7.058,1.0,0.0488,0.361,0.0,0.127,0.336,139.146,audio_features,spotify:track:1uo1ovuqvAzpgePMxzLdev,https://api.spotify.com/v1/tracks/1uo1ovuqvAzpgePMxzLdev,https://api.spotify.com/v1/audio-analysis/1uo1ovuqvAzpgePMxzLdev,188442,4,Kick It,Meshae,Kick It,1uo1ovuqvAzpgePMxzLdev,spotify:artist:3nAMQJtdlzmXMCorCQ2ZFj,[],[''],33.0,2021-05-07,Error: No lyrics found,,,
1415,0.578,0.826,0.0,-4.577,0.0,0.0796,0.0668,0.00074,0.367,0.216,117.048,audio_features,spotify:track:4pWawf1Rq4qHDv4Ktqjg2D,https://api.spotify.com/v1/tracks/4pWawf1Rq4qHDv4Ktqjg2D,https://api.spotify.com/v1/audio-analysis/4pWawf1Rq4qHDv4Ktqjg2D,240508,4,Beautiful Creatures (feat. MAX),ILLENIUM,Awake,4pWawf1Rq4qHDv4Ktqjg2D,spotify:artist:45eNHdiiabvmbp4erw26rg,"['edm', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']","[""[Verse 1]\nCan't see the stars, but we're reaching\nTrying to get through the dark on a feeling\nLost our gravity, now we’re weightless\nBut I know in my heart we can take this\n\n[Pre-Chorus]\nWe got monsters in our closets\nHad a reason but we lost it\nNo direction, we've been calling through the night\nThrough the night\n\n[Chorus]\nIf love is a lie, then why do we need it?\nWe swear we're alive, but we're falling to pieces\nWe fight like lions\nWe howl at the moon\nWe should be flying\nInstead we bury the truth\nBut I know inside we're beautiful creatures (beautiful)\n[Post-Chorus]\nWe're beautiful creatures\n\n[Verse 2]\nWhen your highs are low, keep the faith yeah\nCause you know that a life's never wasted\nStanding tall, shaking off the dust\nNow we know, now we know what we're made of\n\n[Pre-Chorus]\nWe got monsters in our closets\nHad a reason but we lost it\nNo direction, we've been calling through the night\nThrough the night\n\n[Chorus]\nIf love is a lie, then why do we need it?\nWe swear we're alive, but we're falling to pieces\nWe fight like lions\nWe howl at the moon\nWe should be flying\nInstead we bury the truth\nBut I know inside we're beautiful creatures\n\n[Post-Chorus]\nWe're beautiful creatures (beautiful)\nWe're beautiful creatures\nWe're beautiful creatures""]",59.0,2017-09-21,can't see stars we're reaching trying get dark feeling lost gravity we’re weightless know heart take got monsters closets reason lost direction we've calling night night love lie need it? swear we're alive we're falling pieces fight like lions howl moon flying instead bury truth know inside we're beautiful creatures beautiful we're beautiful creatures highs low keep faith yeah cause know life's never wasted standing tall shaking dust know know we're made got monsters closets reason lost direction we've calling night night love lie need it? swear we're alive we're falling pieces fight like lions howl moon flying instead bury truth know inside we're beautiful creatures we're beautiful creatures beautiful we're beautiful creatures we're beautiful creatures,2.8941379310344826,2.208275862068965,2.7931034482758625
5825,0.474,0.222,5.0,-18.985,1.0,0.0388,0.841,0.894,0.0939,0.464,127.623,audio_features,spotify:track:4qY2rgB6SJM9F1RPaLeGcz,https://api.spotify.com/v1/tracks/4qY2rgB6SJM9F1RPaLeGcz,https://api.spotify.com/v1/audio-analysis/4qY2rgB6SJM9F1RPaLeGcz,221875,4,Speak Low,The Jazz Cultivators,Speak Low,4qY2rgB6SJM9F1RPaLeGcz,spotify:artist:24LiiowKnaEDD4I3CCdI3v,['background jazz'],[''],49.0,2020-08-07,Error: No lyrics found,,,
