,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist,album,id,artist_uri,genres,lyrics,popularity,release_date,lyrics_filtered,valence_lyrics,arousal_lyrics,dominance_lyrics
2040,0.303,0.919,11.0,-6.071,0.0,0.119,3.29e-06,0.731,0.332,0.538,153.821,audio_features,spotify:track:4BwQ3c9ZNdJcPKtQEcpfXz,https://api.spotify.com/v1/tracks/4BwQ3c9ZNdJcPKtQEcpfXz,https://api.spotify.com/v1/audio-analysis/4BwQ3c9ZNdJcPKtQEcpfXz,275227,4,Lights Out - 2008 Remaster,UFO,Lights Out (2008 Remaster),4BwQ3c9ZNdJcPKtQEcpfXz,spotify:artist:2Omy3P5hFZym7FKum1JA1s,"['album rock', 'blues rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']","[""[Instrumental]\n\n[Verse 1]\nWind blows back and the batons charging\nIt winds all the way\nRight to the butt of my gun\nMaybe now your time has come\n\n[Verse 2]\nFrom the back streets there's a rumblin'\nSmell of anarchy\nNo more nice time, bright boy shoe shines\nPie in the sky dreams\n\n[Chorus]\nLights out, lights out in London\nHold 'em tight 'til the end\nBetter now you know we'll never\nWait until tomorrow\nLights out, lights out in London\nHold 'em tight 'til the end\nGod knows when I'm comin' on my run\n[Verse 3]\nHeaven help those who help themselves\nThat's the way it goes\nFrightening thoughts, what's been taught\nAnd now it shows\n\n[Chorus]\nLights out, lights out in London\nHold 'em tight 'til the end\nBetter now, you know we'll never\nWait until tomorrow\nLights out, lights out in London\nHold 'em tight 'til the end\nGod knows when I'm comin' on my run\n\n[Guitar solo]\n\n[Chorus]\nLights out, lights out in London\nHold 'em tight 'til the end\nBetter now you know we'll never\nWait until tomorrow\nLights out, lights out in London\nHold 'em tight 'til the end\nGod knows when I'm comin' on my run\n\n[Verse 4]\nYou keep comin', there's no runnin'\nI tried a thousand times\nUnder your feet the grass is growin'\nTime we said, goodbye\n\n[Chorus]\nLights out, lights out in London\nHold 'em tight 'til the end\nBetter now you know we'll never\nWait till tomorrow\nLights out, lights out in London\nHold 'em tight 'til the end\nGod knows when I'm comin' on my run\n\n[Guitar solo/Outro]\nLights out, lights out in London\nLights out, lights out in London""]",48.0,1977-01-01,[instrumental] wind blows back batons charging winds way right butt gun maybe time come back streets there's rumblin' smell anarchy nice time bright boy shoe shines pie sky dreams lights lights london hold 'em tight 'til end better know we'll never wait tomorrow lights lights london hold 'em tight 'til end god knows i'm comin' run heaven help help that's way goes frightening thoughts what's taught shows lights lights london hold 'em tight 'til end better know we'll never wait tomorrow lights lights london hold 'em tight 'til end god knows i'm comin' run [guitar solo] lights lights london hold 'em tight 'til end better know we'll never wait tomorrow lights lights london hold 'em tight 'til end god knows i'm comin' run keep comin' there's runnin' tried thousand times feet grass growin' time said goodbye lights lights london hold 'em tight 'til end better know we'll never wait till tomorrow lights lights london hold 'em tight 'til end god knows i'm comin' run [guitar solo/outro] lights lights london lights lights london,2.4970588235294118,1.7539705882352945,2.3123529411764703
9137,0.694,0.472,11.0,-15.764,0.0,0.562,0.00471,0.000127,0.178,0.488,167.534,audio_features,spotify:track:1LpZAbTRcP46SqdJXCPIl9,https://api.spotify.com/v1/tracks/1LpZAbTRcP46SqdJXCPIl9,https://api.spotify.com/v1/audio-analysis/1LpZAbTRcP46SqdJXCPIl9,141800,4,Killing An Arab,The Cure,Staring At The Sea - The Singles,1LpZAbTRcP46SqdJXCPIl9,spotify:artist:7bu3H8JO7d0UbMoVzbo70s,"['new wave', 'permanent wave', 'rock', 'uk post-punk']","[""[Verse 1]\nStanding on the beach with a gun in my hand\nStaring at the sky, staring at the sand\nStaring down the barrel at the Arab on the ground\nI can see his open mouth, but I hear no sound\n\n[Chorus]\nI'm alive\nI'm dead\nI'm the stranger\nKilling an Arab\n\n[Verse 2]\nI can turn and walk away or I can fire the gun\nStaring at the sky, staring at the sun\nWhichever I chose, it amounts to the same\nAbsolutely nothing\n[Chorus]\nI'm alive\nI'm dead\nI'm the stranger\nKilling an Arab\n\n[Verse 3]\nI feel the steel butt jump, smooth in my hand\nStaring at the sea, staring at the sand\nStaring at myself reflected in the eyes\nOf the dead man on the beach\n(The dead man on the beach)\n\n[Chorus]\nI'm alive\nI'm dead\nI'm the stranger\nKilling an Arab""]",47.0,1986-01-01,standing beach gun hand staring sky staring sand staring barrel arab ground see open mouth hear sound i'm alive i'm dead i'm stranger killing arab turn walk away fire gun staring sky staring sun whichever chose amounts absolutely nothing i'm alive i'm dead i'm stranger killing arab feel steel butt jump smooth hand staring sea staring sand staring reflected eyes dead man beach dead man beach i'm alive i'm dead i'm stranger killing arab,4.042564102564102,3.0492307692307694,3.9225641025641016
2806,0.542,0.445,0.0,-15.919,1.0,0.0334,0.557,5.96e-06,0.289,0.54,87.654,audio_features,spotify:track:17cmkbIrcQjWc0oIb91Boi,https://api.spotify.com/v1/tracks/17cmkbIrcQjWc0oIb91Boi,https://api.spotify.com/v1/audio-analysis/17cmkbIrcQjWc0oIb91Boi,328578,4,Tim Ca Rung Chieu,Phuong Dung,Hoa No Ve Dem,17cmkbIrcQjWc0oIb91Boi,spotify:artist:6mc9WzIwimwxBIisdchPQG,"['vietnamese bolero', 'vietnamese pop']",[''],5.0,1996,Error: No lyrics found,,,
9664,0.462,0.217,5.0,-18.788,0.0,0.0312,0.786,0.0193,0.0943,0.126,127.818,audio_features,spotify:track:2nOtOd6fcI7MQ9Bw2QgNoH,https://api.spotify.com/v1/tracks/2nOtOd6fcI7MQ9Bw2QgNoH,https://api.spotify.com/v1/audio-analysis/2nOtOd6fcI7MQ9Bw2QgNoH,253853,4,Lovers In The Wind,Roger Hodgson,In The Eye Of The Storm,2nOtOd6fcI7MQ9Bw2QgNoH,spotify:artist:3lHXm91pKLq9Sxi6CoRKWu,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'soft rock', 'symphonic rock']","[""[Verse 1]\nTime is always on the run\nWe've only just begun\nLovers in the wind\n\n[Verse 2]\nLife is all we have to share\nYou know we must take care\nLovers in the wind\n\n[Chorus]\nThere was a time, when it was hard to know\nReaching out, reaching out for somewhere to go\nThere was a light born on the darkest day\nBut no one wants to know, and no one wants to try\n[Verse 3]\nLove is all I have to give\nIt's all I need to live\nLovers in the wind\n\n[Chorus]\nThere was a time, when it was hard to know\nReaching out, reaching out for somewhere to go\nThere was a light born on the darkest day\nBut no one wants to know, and no one wants to cry\n\n[Verse 4]\nTime is always on the run\nWe've only just begun\nLovers in the wind""]",56.0,1984-01-01,time always run we've begun lovers wind life share know must take care lovers wind time hard know reaching reaching somewhere go light born darkest day one wants know one wants try love give need live lovers wind time hard know reaching reaching somewhere go light born darkest day one wants know one wants cry time always run we've begun lovers wind,4.493103448275862,2.982758620689656,3.850689655172414
4772,0.478,0.0294,0.0,-25.319,1.0,0.0453,0.993,0.948,0.105,0.148,124.308,audio_features,spotify:track:1cpANF6zMBoFoxkoIjZHjv,https://api.spotify.com/v1/tracks/1cpANF6zMBoFoxkoIjZHjv,https://api.spotify.com/v1/audio-analysis/1cpANF6zMBoFoxkoIjZHjv,324200,3,Skating In Central Park,Bill Evans,Undercurrent,1cpANF6zMBoFoxkoIjZHjv,spotify:artist:4jXfFzeP66Zy67HM2mvIIF,"['bebop', 'cool jazz', 'jazz', 'jazz piano']",[''],61.0,1962,Error: No lyrics found,,,
9031,0.469,0.982,1.0,-2.228,1.0,0.208,0.00353,1.85e-06,0.162,0.413,129.999,audio_features,spotify:track:2yuyPke3xjantGgapFPH3e,https://api.spotify.com/v1/tracks/2yuyPke3xjantGgapFPH3e,https://api.spotify.com/v1/audio-analysis/2yuyPke3xjantGgapFPH3e,201231,4,Contradiction (feat. Tyler Carter),KSUKE,Contradiction (feat. Tyler Carter),2yuyPke3xjantGgapFPH3e,spotify:artist:6MXOcf1IlhzpV0b8qtjAzd,['japanese edm'],"[""[Verse: Tyler Carter]\nYou make it look easy\nI'm thinking hard right now\n'Cause I know that you want me\nFrom\u2005the\u2005inside out\nYou got\u2005me speechless\nI'm running my mouth\nI was\u2005keeping your secret\nBut the word got out\n\n[Refrain: Tyler Carter]\n(You're fast, then you're slow)\n(Why you call? Then you fold)\nYou building me up\n'Til your walls come down\n(Yes, then you're no)\n(But I'm not letting go, oh-oh)\n[Chorus: Tyler Carter]\nI'll be your contradiction\n(Contradiction)\nI'll be your contradiction\n\n[Build: Tyler Carter]\nI'll be your contradiction\nI'll be your contradiction\n\n[Drop: Tyler Carter]\nI'll be your contradiction\nI'll be your contradiction\n\n[Refrain: Tyler Carter]\n(You're fast, then you're slow)\n(Why you call? Then you fold)\nYou building me up\n'Til your walls come down\n(Yes, then you're no)\n(But I'm not letting go, oh-oh)\n\n[Chorus: Tyler Carter]\nI'll be your contradiction\n(Contradiction)\nI'll be your contradiction\n\n[Build: Tyler Carter]\nI'll be your contradiction\nI'll be your contradiction\n\n[Drop: Tyler Carter]\nI'll be your contradiction\n\n[Refrain: Tyler Carter]\n(You're fast, then you're slow)\n(Why you cold, then you're forward)\n(You're fast, then you're slow, slow, slow, slow)\n(Yes, then you're no)\n(But I'm not letting go, oh-oh)\n(Yes, then you're no)\nI'll be your contradiction""]",58.0,2020-07-03,make look easy i'm thinking hard right 'cause know want inside got speechless i'm running mouth keeping secret word got [refrain: tyler carter] fast slow call? fold building 'til walls come yes i'm letting go oh-oh i'll contradiction contradiction i'll contradiction [build: tyler carter] i'll contradiction i'll contradiction [drop: tyler carter] i'll contradiction i'll contradiction [refrain: tyler carter] fast slow call? fold building 'til walls come yes i'm letting go oh-oh i'll contradiction contradiction i'll contradiction [build: tyler carter] i'll contradiction i'll contradiction [drop: tyler carter] i'll contradiction [refrain: tyler carter] fast slow cold forward fast slow slow slow slow yes i'm letting go oh-oh yes i'll contradiction,2.730256410256411,1.9679487179487176,2.816923076923077
3732,0.705,0.358,8.0,-10.886,1.0,0.0805,0.623,0.906,0.116,0.0713,79.538,audio_features,spotify:track:7FWfXzgCrg7HrwcMqC5ibC,https://api.spotify.com/v1/tracks/7FWfXzgCrg7HrwcMqC5ibC,https://api.spotify.com/v1/audio-analysis/7FWfXzgCrg7HrwcMqC5ibC,123707,4,Imperial March,CFC,Imperial March,7FWfXzgCrg7HrwcMqC5ibC,spotify:artist:6pc2IRKW9V3Gf5eAyATXGJ,[],[''],9.0,2021-09-27,Error: No lyrics found,,,
10099,0.558,0.364,4.0,-11.258,0.0,0.0265,0.0505,5.02e-06,0.0753,0.17,142.171,audio_features,spotify:track:10igKaIKsSB6ZnWxPxPvKO,https://api.spotify.com/v1/tracks/10igKaIKsSB6ZnWxPxPvKO,https://api.spotify.com/v1/audio-analysis/10igKaIKsSB6ZnWxPxPvKO,388733,3,Nothing Else Matters,Metallica,Metallica,10igKaIKsSB6ZnWxPxPvKO,spotify:artist:2ye2Wgw4gimLv2eAKyk1NB,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']","[""[Guitar Intro]\n\n[Verse 1]\nSo close, no matter how far\nCouldn't be much more from the heart\nForever trusting who we are\nAnd nothing else matters\n\n[Verse 2]\nNever opened myself this way\nLife is ours, we live it our way\nAll these words I don't just say\nAnd nothing else matters\n\n[Verse 3]\nTrust I seek and I find in you\nEveryday, for us, something new\nOpen mind for a different view\nAnd nothing else matters\n[Chorus 1]\nNever cared for what they do\nNever cared for what they know\nBut I know\n\n[Verse 1]\nSo close, no matter how far\nIt couldn't be much more from the heart\nForever trusting who we are\nAnd nothing else matters\n\n[Chorus 1]\nNever cared for what they do\nNever cared for what they know\nBut I know\n\n[Instrumental Bridge]\n\n[Verse 2]\nI never opened myself this way\nLife is ours, we live it our way\nAll these words I don't just say\nAnd nothing else matters\n\n[Verse 3]\nTrust I seek and I find in you\nEveryday, for us, something new\nOpen mind for a different view\nAnd nothing else matters\n\n[Chorus 2]\nNever cared for what they say\nNever cared for games they play\n\n[Chorus 1]\nNever cared for what they do\nNever cared for what they know\nAnd I know, yeah-yeah!\n\n[Guitar Solo]\n\n[Verse 1]\nSo close, no matter how far\nCouldn't be much more from the heart\nForever trusting who we are\nNo, nothing else matters\n\n[Guitar Outro]""]",12.0,1991-08-12,[guitar intro] close matter far much heart forever trusting nothing else matters never opened way life live way words say nothing else matters trust seek find everyday us something new open mind different view nothing else matters [chorus 1] never cared never cared know know close matter far much heart forever trusting nothing else matters [chorus 1] never cared never cared know know [instrumental bridge] never opened way life live way words say nothing else matters trust seek find everyday us something new open mind different view nothing else matters [chorus 2] never cared say never cared games play [chorus 1] never cared never cared know know yeah-yeah! [guitar solo] close matter far much heart forever trusting nothing else matters [guitar outro],2.7935714285714286,1.77,2.6133333333333337
10023,0.649,0.491,0.0,-9.868,1.0,0.0241,0.0812,0.0646,0.187,0.38,107.991,audio_features,spotify:track:5XaCwy5ZR6exjlVj23okKz,https://api.spotify.com/v1/tracks/5XaCwy5ZR6exjlVj23okKz,https://api.spotify.com/v1/audio-analysis/5XaCwy5ZR6exjlVj23okKz,406539,4,熱河,李志,1701,5XaCwy5ZR6exjlVj23okKz,spotify:artist:1fqb04dI9vaEcGDbIVrcib,"['chinese indie', 'chinese minyao']",[None],40.0,2014,Error: No lyrics found,,,
1607,0.684,0.945,11.0,-3.626,0.0,0.0777,0.21,0.0,0.957,0.583,109.938,audio_features,spotify:track:7KAvAvYAjor8yDNKr69zZY,https://api.spotify.com/v1/tracks/7KAvAvYAjor8yDNKr69zZY,https://api.spotify.com/v1/audio-analysis/7KAvAvYAjor8yDNKr69zZY,202797,4,Superstar,MANDEE,Superstar,7KAvAvYAjor8yDNKr69zZY,spotify:artist:6a4gktA9Wfk9XCOwl7SrA8,[],[''],30.0,2017-02-01,Error: No lyrics found,,,
1785,0.782,0.793,7.0,-7.054,1.0,0.0399,0.000199,0.000215,0.306,0.906,100.987,audio_features,spotify:track:6DibqiBTKMob2SjBwKqRfS,https://api.spotify.com/v1/tracks/6DibqiBTKMob2SjBwKqRfS,https://api.spotify.com/v1/audio-analysis/6DibqiBTKMob2SjBwKqRfS,158467,4,Happy When I'm Sad,Jonas Brothers,Happiness Begins,6DibqiBTKMob2SjBwKqRfS,spotify:artist:7gOdHgIoIKoe4i9Tta6qdD,"['boy band', 'dance pop', 'pop', 'post-teen pop']","['[Verse 1: Joe Jonas]\nWhen I look at old stuff, lookin\' like it’s over\nLookin\' like I\'m never going to be that again\nCrying over old loves even though they’re over\nNever gonna stay friends, yeah, stay friends\n\n[Chorus: Nick Jonas]\nThey think I\'m happy\nThey think I\'m happy when I\'m sad\nThey think I\'m happy\nThey think I\'m happy when I\'m\nThey think I\'m happy\nThey think I’m happy when I’m sad\nThey think I\'m happy\nThey think I’m happy when I\'m\n[Verse 2: Joe Jonas]\nCan\'t look how we made it, say ""Congratulations""\nLookin\' like I’ll never be lonely again\nSee me in the mirror, nothin\' ever changes\nNever see the sunset, only in my head\n\n[Chorus: Nick Jonas]\nThey think I\'m happy\nThey think I\'m happy when I\'m sad\nThey think I\'m happy\nThey think I\'m happy when I\'m\nThey think I\'m happy\nThey think I\'m happy when I\'m sad\nThey think I\'m happy\nThey think I\'m happy when I\'m\n\n[Post-Chorus: Joe Jonas &amp; Nick Jonas]\nNever gonna stop, never gonna calm down\nNever gonna stop\nThey think I\'m happy when I\'m\nNever gonna stop, never gonna calm down\nNever gonna stop, no\nThey think I\'m happy when I\'m\n\n[Bridge: Nick Jonas]\nI put on a smile, don\'t need a face-lift\nWhy can\'t I when everybody fakes it?\nWell, they think I\'m happy\nLike they know exactly how I feel\nIt ain\'t real, but they still think\n\n[Chorus: Nick Jonas]\nThey think I\'m happy\nThey think I\'m happy when I\'m sad\nThey think I\'m happy\nThey think I\'m happy when I\'m\nThey think I\'m happy\nThey think I\'m happy when I\'m sad\nThey think I\'m happy\nThey think I\'m happy when I\'m\n\n[Post-Chorus: Joe Jonas &amp; Nick Jonas]\nNever gonna stop (I try), never gonna calm down\nNever gonna stop\nThey think I\'m happy when I\'m\nNever gonna stop, never gonna calm down\nNever gonna stop, no\nThey think I\'m happy when I\'m']",47.0,2019-06-07,"look old stuff lookin' like it’s lookin' like i'm never going crying old loves even though they’re never gonna stay friends yeah stay friends think i'm happy think i'm happy i'm sad think i'm happy think i'm happy i'm think i'm happy think i’m happy i’m sad think i'm happy think i’m happy i'm can't look made say ""congratulations"" lookin' like i’ll never lonely see mirror nothin' ever changes never see sunset head think i'm happy think i'm happy i'm sad think i'm happy think i'm happy i'm think i'm happy think i'm happy i'm sad think i'm happy think i'm happy i'm never gonna stop never gonna calm never gonna stop think i'm happy i'm never gonna stop never gonna calm never gonna stop think i'm happy i'm put smile need face-lift can't everybody fakes it? well think i'm happy like know exactly feel ain't real still think think i'm happy think i'm happy i'm sad think i'm happy think i'm happy i'm think i'm happy think i'm happy i'm sad think i'm happy think i'm happy i'm never gonna stop try never gonna calm never gonna stop think i'm happy i'm never gonna stop never gonna calm never gonna stop think i'm happy i'm",2.610961538461538,1.7744230769230769,2.526730769230769
8700,0.457,0.636,8.0,-7.437,1.0,0.182,0.119,0.0,0.209,0.57,86.768,audio_features,spotify:track:7DFnq8FYhHMCylykf6ZCxA,https://api.spotify.com/v1/tracks/7DFnq8FYhHMCylykf6ZCxA,https://api.spotify.com/v1/audio-analysis/7DFnq8FYhHMCylykf6ZCxA,229040,4,Yo (Excuse Me Miss),Chris Brown,Chris Brown (Expanded Edition),7DFnq8FYhHMCylykf6ZCxA,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']","['[Intro]\nWoah, woah\nDoo-doo-doo-doo-doo\nYeah, uh-huh, yeah\n\n[Verse 1]\nYo, tell me fellas have you seen her? (Seen her)\nIt was about five minutes ago\nWhen I seen the hottest chick that a youngin\' ever seen before\nI say, ""Yo, tell the girls I wanna meet her"" (Meet her)\nOn second thought that ain\'t the way to go\nI gotta give her game proper\nSpit it so she\'ll get it, there she is I gotta stop her\nOh, should I talk about her smile? (It\'s been said before)\nOr what about her style? (Too obvious)\nI\'m out of time, she\'s out the door\nI gotta go for mine, I think I\'ll say\n[Chorus]\nYo\nI don\'t know your name but excuse me miss (Oh yeah)\nI saw you from across the room\nAnd I got to admit that you got my attention\nYou\'re making me wanna say yo\nI know you\'re tryna leave but excuse me miss\nI saved the last dance for you\nI would love to keep you here with me, oh baby\n\n[Verse 2]\nNow shawty, grab hold of my hand\nAnd let\'s pretend the floor is ours\nYou say you don\'t really dance\n(Don\'t worry \'bout it, we just one-two step, one-two step)\nNow if the music is moving too fast (Too fast)\nGrab my hand a little tighter (Tighter)\nDon\'t be afraid to move a little closer\nGirl, there\'s something about you that makes me wanna say (Aw yeah, aw yeah)\n\n[Chorus]\nYo\nI don\'t know your name but excuse me miss (Ooh)\nI saw you from across the room\nAnd I got to admit that you got my attention\nYou\'re making me wanna say yo\nI know you\'re tryna leave but excuse me miss (Ooh)\nI saved the last dance for you\nI would love to keep you here with me, oh baby\nI think I\'ll say yo\nI don\'t know your name but excuse me miss\nI saw you from across the room\nAnd I got to admit that you got my attention\nYou\'re making me wanna say yo\nI know you\'re tryna leave but excuse me miss\nI saved the last dance for you\nI would love to keep you here with me, oh baby\n\n[Bridge]\nI wanna be where you are\nAin\'t nothing wrong with dancing\nBaby, it\'s so romantic\nBaby, I can be in your heart\nSo many things I wanna tell you\nI think that I should start by saying\n\n[Chorus]\nYo, woah\nI don\'t know your name but excuse me miss (Oh yeah)\nI saw you from across the room\nI gotta give her game proper\nSpit it so she\'ll get it, there she is I gotta stop her (Oh yeah)\nI know you\'re tryna leave but excuse me miss (Oh)\nI saved the last dance for you\nI would love to keep you here with me, oh baby\n\n[Outro]\nNow everybody just clap your hands like this (Like this)\nJust clap your hands like this (Woah, like this, huh)\nAnd if your shorty\'s in the house tonight\nJust grab her by the hand, homie, make her understand\nY\'all was made to dance like this (Like this)\nY\'all was made to bounce like this (Woah, like this)\nJust let her know she was made for you and\nYou want to do everything she want to, man\nHa, woo!']",72.0,2005,"woah woah doo-doo-doo-doo-doo yeah uh-huh yeah yo tell fellas seen her? seen five minutes ago seen hottest chick youngin' ever seen say ""yo tell girls wanna meet her"" meet second thought ain't way go gotta give game proper spit she'll get gotta stop oh talk smile? said style? obvious i'm time door gotta go mine think i'll say yo know name excuse miss oh yeah saw across room got admit got attention making wanna say yo know tryna leave excuse miss saved last dance would love keep oh baby shawty grab hold hand let's pretend floor say really dance worry 'bout one-two step one-two step music moving fast fast grab hand little tighter tighter afraid move little closer girl there's something makes wanna say aw yeah aw yeah yo know name excuse miss ooh saw across room got admit got attention making wanna say yo know tryna leave excuse miss ooh saved last dance would love keep oh baby think i'll say yo know name excuse miss saw across room got admit got attention making wanna say yo know tryna leave excuse miss saved last dance would love keep oh baby wanna ain't nothing wrong dancing baby romantic baby heart many things wanna tell think start saying yo woah know name excuse miss oh yeah saw across room gotta give game proper spit she'll get gotta stop oh yeah know tryna leave excuse miss oh saved last dance would love keep oh baby everybody clap hands like like clap hands like woah like huh shorty's house tonight grab hand homie make understand y'all made dance like like y'all made bounce like woah like let know made want everything want man ha woo!",2.805737704918033,2.0113114754098365,2.695
9053,0.518,0.436,4.0,-14.134,1.0,0.0349,0.0157,0.000621,0.079,0.27,80.88,audio_features,spotify:track:6mcxQ1Y3uQRU0IHsvdNLH1,https://api.spotify.com/v1/tracks/6mcxQ1Y3uQRU0IHsvdNLH1,https://api.spotify.com/v1/audio-analysis/6mcxQ1Y3uQRU0IHsvdNLH1,236973,4,Where Is My Mind?,Pixies,Surfer Rosa (Remastered),6mcxQ1Y3uQRU0IHsvdNLH1,spotify:artist:6zvul52xwTWzilBZl6BUbT,"['alternative rock', 'boston rock', 'modern rock', 'permanent wave', 'rock']","[""[Intro: Black Francis, Kim Deal]\nOoh—stop\n\n[Verse 1: Black Francis]\nWith your feet on the air and your head on the ground\nTry this trick and spin it, yeah (Yeah)\nYour head will collapse, and there's nothing in it\nAnd you'll ask yourself\n\n[Chorus: Black Francis]\nWhere is my mind?\nWhere is my mind?\nWhere is my mind?\nWay out in the water, see it swimmin'\n\n[Verse 2: Black Francis]\nI was swimmin' in the Caribbean\nAnimals were hiding behind the rocks\nExcept the little fish\nBumped into me, I swear he was trying to talk to me, koi-koi\n[Chorus: Black Francis]\nWhere is my mind?\nWhere is my mind?\nWhere is my mind?\nWay out in the water, see it swimmin'\n\n[Verse 3: Black Francis]\nWith your feet on the air and your head on the ground\nTry this trick and spin it, yeah\nYour head will collapse, and there's nothing in it\nAnd you'll ask yourself\n\n[Chorus: Black Francis]\nWhere is my mind?\nWhere is my mind?\nWhere is my mind?\nWay out in the water, see it swimmin'\n\n[Outro: Black Francis]\nWith your feet on the air and your head on the ground\nTry this trick and spin it, yeah""]",2.0,1988,ooh—stop feet air head ground try trick spin yeah yeah head collapse there's nothing ask mind? mind? mind? way water see swimmin' swimmin' caribbean animals hiding behind rocks except little fish bumped swear trying talk koi-koi mind? mind? mind? way water see swimmin' feet air head ground try trick spin yeah head collapse there's nothing ask mind? mind? mind? way water see swimmin' feet air head ground try trick spin yeah,2.7158064516129032,1.9158064516129032,2.569354838709677
4007,0.725,0.673,6.0,-5.375,0.0,0.0612,0.271,9.34e-06,0.111,0.158,84.029,audio_features,spotify:track:4blXmxKAgbQwMu3A6jVdEF,https://api.spotify.com/v1/tracks/4blXmxKAgbQwMu3A6jVdEF,https://api.spotify.com/v1/audio-analysis/4blXmxKAgbQwMu3A6jVdEF,230831,4,孤獨,G.E.M.,孤獨,4blXmxKAgbQwMu3A6jVdEF,spotify:artist:7aRC4L63dBn3CiLDuWaLSI,['mandopop'],[None],50.0,2020-10-08,Error: No lyrics found,,,
7642,0.589,0.893,0.0,-2.948,1.0,0.0397,0.0273,0.0,0.343,0.94,92.011,audio_features,spotify:track:1HfxPaJggVwFsvOtHbVzMz,https://api.spotify.com/v1/tracks/1HfxPaJggVwFsvOtHbVzMz,https://api.spotify.com/v1/audio-analysis/1HfxPaJggVwFsvOtHbVzMz,212507,4,Live Like We're Dying,Kris Allen,Kris Allen,1HfxPaJggVwFsvOtHbVzMz,spotify:artist:2zwHaEmXxX6DTv4i8ajNCM,"['idol', 'indiecoustica', 'neo mellow', 'post-teen pop']","[""[Intro]\nOhh, yeah, yeah\n\n[Verse 1]\nSometimes we fall down, can't get back up\nWe're hiding behind skin that's too tough\nHow come we don't say I love you enough?\nTill it's to late, it's not too late\n\n[Verse 2]\nOur hearts are hungry for a food that won't come\nAnd we could make a feast from these crumbs\nAnd we're all staring down the barrel of a gun\nSo if your life flashed before you\nWhat would you wish you would've done?\n[Chorus]\nYeah, we gotta start\nLooking at the hands of the time we've been given\nIf this is all we got then we gotta start thinking\nIf every second counts on a clock that's ticking\nGotta live like we're dying\nWe only got 86,400 seconds in a day to\nTurn it all around or to throw it all away\nGotta tell them that we love them while we got the chance to say\nGotta live like we're dying\n\n[Verse 2]\nAnd if your plane fell out of the skies\nWho would you call with your last goodbye?\nShould be so careful who we let fall out our lives\n'Cause when we long for absolution\nThere'll no one on the line, yeah\n\n[Chorus]\nYeah, we gotta start\nLooking at the hands of the time we've been given\nIf this is all we got then we gotta start thinking\nIf every second counts on a clock that's ticking\nGotta live like we're dying\nWe only got 86,400 seconds in a day to\nTurn it all around or to throw it all away\nGotta tell them that we love them while we got the chance to say\nGotta live like we're dying\nLike we're dying, oh, like we're dying\nLike we're dying, oh, like we're dying\n\n[Chorus]\nYeah, we gotta start\nLooking at the hands of the time we've been given\nIf this is all we got then we gotta start thinking\nIf every second counts on a clock that's ticking\nGotta live like we're dying\nYeah, mmm\n\n[Bridge]\nYou never know a good thing till it's gone\nYou never see a crash till it's head on\nWhy do we think we're right when we're dead wrong?\nYou never know a good thing till it's gone\n\n[Chorus]\nYeah, we gotta start\nLooking at the hands of the time we've been given\nIf this is all we got then we gotta start thinking\nIf every second counts on a clock that's ticking\nGotta live like we're dying\nWe only got 86,400 seconds in a day to\nTurn it all around or to throw it all away\nGotta tell them that we love them while we got the chance to say\nGotta live like we're dying\nLike we're dying, oh, like we're dying\nLike we're dying, oh, like we're dying\nWe only got 86,400 seconds in a day to\nTurn it all around or to throw it all away\nGotta tell them that we love them while we got the chance to say\nGotta live like we're dying""]",54.0,2009-11-16,ohh yeah yeah sometimes fall can't get back we're hiding behind skin that's tough come say love enough? till late late hearts hungry food come could make feast crumbs we're staring barrel gun life flashed would wish would've done? yeah gotta start looking hands time we've given got gotta start thinking every second counts clock that's ticking gotta live like we're dying got 86400 seconds day turn around throw away gotta tell love got chance say gotta live like we're dying plane fell skies would call last goodbye? careful let fall lives 'cause long absolution there'll one line yeah yeah gotta start looking hands time we've given got gotta start thinking every second counts clock that's ticking gotta live like we're dying got 86400 seconds day turn around throw away gotta tell love got chance say gotta live like we're dying like we're dying oh like we're dying like we're dying oh like we're dying yeah gotta start looking hands time we've given got gotta start thinking every second counts clock that's ticking gotta live like we're dying yeah mmm never know good thing till gone never see crash till head think we're right we're dead wrong? never know good thing till gone yeah gotta start looking hands time we've given got gotta start thinking every second counts clock that's ticking gotta live like we're dying got 86400 seconds day turn around throw away gotta tell love got chance say gotta live like we're dying like we're dying oh like we're dying like we're dying oh like we're dying got 86400 seconds day turn around throw away gotta tell love got chance say gotta live like we're dying,2.897777777777778,2.034111111111111,2.7588888888888885
