danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist,genre
0.497,0.827,8.0,-7.084,1.0,0.38,0.00166,0.000194,0.43,0.32,154.984,audio_features,2ZqqzYhPMiO8sAQpy4proG,spotify:track:2ZqqzYhPMiO8sAQpy4proG,https://api.spotify.com/v1/tracks/2ZqqzYhPMiO8sAQpy4proG,https://api.spotify.com/v1/audio-analysis/2ZqqzYhPMiO8sAQpy4proG,203613,4,Sweater Weather,Jomarijan,electronic
0.653,0.644,7.0,-6.204,1.0,0.0572,0.784,0.000205,0.166,0.363,88.976,audio_features,1PsMieVYFXrSeXMxuE2SbG,spotify:track:1PsMieVYFXrSeXMxuE2SbG,https://api.spotify.com/v1/tracks/1PsMieVYFXrSeXMxuE2SbG,https://api.spotify.com/v1/audio-analysis/1PsMieVYFXrSeXMxuE2SbG,179300,4,Must Have Been The Wind,Alec Benjamin,electronic
0.738,0.621,0.0,-7.313,1.0,0.0486,0.424,7.39e-06,0.692,0.715,113.968,audio_features,7aGyRfJWtLqgJaZoG9lJhE,spotify:track:7aGyRfJWtLqgJaZoG9lJhE,https://api.spotify.com/v1/tracks/7aGyRfJWtLqgJaZoG9lJhE,https://api.spotify.com/v1/audio-analysis/7aGyRfJWtLqgJaZoG9lJhE,136839,4,Mad at Disney,salem ilese,rnb
0.717,0.347,11.0,-10.265,0.0,0.0636,0.0511,2.43e-06,0.087,0.0589,84.987,audio_features,1wZqJM5FGDEl3FjHDxDyQd,spotify:track:1wZqJM5FGDEl3FjHDxDyQd,https://api.spotify.com/v1/tracks/1wZqJM5FGDEl3FjHDxDyQd,https://api.spotify.com/v1/audio-analysis/1wZqJM5FGDEl3FjHDxDyQd,235477,4,Come and See Me (feat. Drake),PARTYNEXTDOOR,rnb
0.727,0.69,7.0,-4.559,1.0,0.0345,0.202,3.27e-06,0.414,0.699,100.002,audio_features,1oIdcFtf58sZbS7QyZQJ2P,spotify:track:1oIdcFtf58sZbS7QyZQJ2P,https://api.spotify.com/v1/tracks/1oIdcFtf58sZbS7QyZQJ2P,https://api.spotify.com/v1/audio-analysis/1oIdcFtf58sZbS7QyZQJ2P,170562,4,Run Free,Deep Chills,electronic
