danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist,album,id,artist_uri,genres,lyrics,popularity,release_date,lyrics_filtered,valence_lyrics,arousal_lyrics,dominance_lyrics
0.505,0.836,5.0,-7.384,0.0,0.101,0.0103,0.0771,0.295,0.764,159.669,audio_features,spotify:track:1RJeiAIwR9pZBgJA8ndZLL,https://api.spotify.com/v1/tracks/1RJeiAIwR9pZBgJA8ndZLL,https://api.spotify.com/v1/audio-analysis/1RJeiAIwR9pZBgJA8ndZLL,204480,4,"Paint It, Black - Mono",The Rolling Stones,The Rolling Stones In Mono (Remastered 2016),1RJeiAIwR9pZBgJA8ndZLL,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,"['british invasion', 'classic rock', 'rock']","[""[Verse 1]\nI see a red door and I want it painted black\nNo colours anymore, I want them to turn black\nI see the girls walk by dressed in their summer clothes\nI have to turn my head until my darkness goes\n\n[Verse 2]\nI see a line of cars and they're all painted black\nWith flowers and my love, both never to come back\nI see people turn their heads and quickly look away\nLike a newborn baby, it just happens every day\n\n[Verse 3]\nI look inside myself and see my heart is black\nI see my red door, I must have it painted black\nMaybe then I'll fade away and not have to face the facts\nIt's not easy facing up when your whole world is black\n[Verse 4]\nNo more will my green sea go turn a deeper blue\nI could not foresee this thing happening to you\nIf I look hard enough into the setting sun\nMy love will laugh with me before the morning comes\n\n[Verse 1]\nI see a red door and I want it painted black\nNo colours anymore, I want them to turn black\nI see the girls walk by dressed in their summer clothes\nI have to turn my head until my darkness goes\n\n[Outro]\nI wanna see your face, painted black\nBlack as night, black as coal\nI wanna see the sun blotted out from the sky\nI wanna see it painted, painted, painted, painted black\nYeah""]",65.0,1966-01-01,see red door want painted black colours anymore want turn black see girls walk dressed summer clothes turn head darkness goes see line cars they're painted black flowers love never come back see people turn heads quickly look away like newborn baby happens every day look inside see heart black see red door must painted black maybe i'll fade away face facts easy facing whole world black green sea go turn deeper blue could foresee thing happening look hard enough setting sun love laugh morning comes see red door want painted black colours anymore want turn black see girls walk dressed summer clothes turn head darkness goes wanna see face painted black black night black coal wanna see sun blotted sky wanna see painted painted painted painted black yeah,3.608142857142857,2.3565714285714283,3.2764285714285712
0.427,0.965,0.0,-4.282,1.0,0.15,0.00404,0.00472,0.369,0.0654,131.948,audio_features,spotify:track:5tryzDT3iMMcONq3YHWgC9,https://api.spotify.com/v1/tracks/5tryzDT3iMMcONq3YHWgC9,https://api.spotify.com/v1/audio-analysis/5tryzDT3iMMcONq3YHWgC9,240760,4,Y Control,Yeah Yeah Yeahs,Fever To Tell (Deluxe Remastered),5tryzDT3iMMcONq3YHWgC9,spotify:artist:3TNt4aUIxgfy9aoaft5Jj2,"['alternative dance', 'alternative rock', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'new rave', 'rock']","[""[Verse 1]\nOh, so all my lovin' goes\nUnder the fog, fog, fog\nAnd I will leave them all\nWell, I'm just a poor little baby\n'Cause, well, I believe them all\n\n[Verse 2]\nOh, so while you're growing old\nUnder the gun, gun, gun\nAnd I believe them all\nWell, I'm just one poor baby\n'Cause, well, I believe them all\n\n[Pre-Chorus]\nI wish I could buy back\nThe woman you stole\n[Chorus]\nY-control, Y-control\nYou walk, walk, walk, walk, walk my winners\nOut of control, out of control\nYou walk, walk, walk, walk, walk my winners\nOut of control, high control\nYou walk, walk, walk, walk, walk my winners\nOut of control, out of control\nYou walk, walk, walk, walk, walk my winners out\n\n[Verse 3]\nOh, so all my lovin' goes\nUnder the fog, fog, fog\nAnd I believe them all\nWell, I'm just a poor little baby\n'Cause, well, I believe them all\n\n[Pre-Chorus]\nI wish I could buy back\nThe woman you stole\n\n[Chorus]\nY-control, Y-control\nYou walk, walk, walk, walk, walk my winners\nOut of control, out of control\nYou walk, walk, walk, walk, walk my winners\nOut of control, high control\nYou walk, walk, walk, walk, walk my winners\nOut of control, out of control\nYou walk, walk, walk, walk, walk my winners out""]",54.0,2003-04-29,oh lovin' goes fog fog fog leave well i'm poor little baby 'cause well believe oh growing old gun gun gun believe well i'm one poor baby 'cause well believe wish could buy back woman stole y-control y-control walk walk walk walk walk winners control control walk walk walk walk walk winners control high control walk walk walk walk walk winners control control walk walk walk walk walk winners oh lovin' goes fog fog fog believe well i'm poor little baby 'cause well believe wish could buy back woman stole y-control y-control walk walk walk walk walk winners control control walk walk walk walk walk winners control high control walk walk walk walk walk winners control control walk walk walk walk walk winners,3.313703703703703,2.458148148148148,3.191851851851852
0.578,0.849,3.0,-7.669,1.0,0.0329,0.00447,0.922,0.125,0.194,134.006,audio_features,spotify:track:7DghZdBmY3GJT4vjq9dfUf,https://api.spotify.com/v1/tracks/7DghZdBmY3GJT4vjq9dfUf,https://api.spotify.com/v1/audio-analysis/7DghZdBmY3GJT4vjq9dfUf,235587,4,A Matter of Time,Ben Böhmer,A Matter Of Time,7DghZdBmY3GJT4vjq9dfUf,spotify:artist:5tDjiBYUsTqzd0RkTZxK7u,[],['[Instrumental]\n\nYou love my land...\nSomething to say'],35.0,2021-09-15,[instrumental] love land... something say,2.782,1.958,2.56
0.454,0.91,6.0,-7.766,1.0,0.0448,0.0866,0.0996,0.116,0.629,125.116,audio_features,spotify:track:7o2CTH4ctstm8TNelqjb51,https://api.spotify.com/v1/tracks/7o2CTH4ctstm8TNelqjb51,https://api.spotify.com/v1/audio-analysis/7o2CTH4ctstm8TNelqjb51,354520,4,Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,7o2CTH4ctstm8TNelqjb51,spotify:artist:3qm84nBOXUEQ2vnTfUTTFC,"['glam metal', 'hard rock', 'rock']","[""[Instrumental Intro/Guitar Riff]\n\n[Verse 1]\nShe's got a smile that it seems to me\nReminds me of childhood memories\nWhere everything was as fresh as the bright blue sky (Sky)\nNow and then when I see her face\nShe takes me away to that special place\nAnd if I stared too long I'd probably break down and cry\n\n[Chorus]\nWoah-oh-oh! Sweet child o' mine\nWoah, oh-oh-oh! Sweet love of mine\n\n[Post-Chorus Instrumental Break]\n[Verse 2]\nShe's got eyes of the bluest skies\nAs if they thought of rain\nI hate to look into those eyes and see an ounce of pain\nHer hair reminds me of a warm, safe place\nWhere as a child I'd hide\nAnd pray for the thunder and the rain to quietly pass me by\n\n[Chorus]\nWoah-oh-oh! Sweet child o' mine\nOoh, oh-oh-oh! Sweet love of mine\n\n[Post-Chorus Instrumental Break]\n\n[Chorus]\nOh yeah! Woah-oh-oh-oh! Sweet child o' mine\nOoh-oh, oh, oh! Sweet love of mine\nWoah, oh-oh-oh! Sweet child o' mine, ooh yeah\nOoh! Sweet love of mine\n\n[Guitar Solo]\n\n[Outro]\nWhere do we go?\nWhere do we go now?\nWhere do we go?\nOoh, where do we go?\nWhere do we go now?\nOh, where do we go now?\nWhere do we go? (Sweet child...)\nOoh, where do we go now?\nAy, ay, ay, ay, ay, ay, ay, ay\nWhere do we go now? Ah-ah-ah-ah-ah, wow\nWhere do we go?\nOh, where do we go now?\nOh, where do we go?\nWhere do we go now?\nWhere do we go?\nOoh, where do we go now?\nNow, now, now, now, now, now, now\nSweet child, sweet child o' mine""]",82.0,1987-07-21,[instrumental intro/guitar riff] got smile seems reminds childhood memories everything fresh bright blue sky sky see face takes away special place stared long i'd probably break cry woah-oh-oh! sweet child o' mine woah oh-oh-oh! sweet love mine [post-chorus instrumental break] got eyes bluest skies thought rain hate look eyes see ounce pain hair reminds warm safe place child i'd hide pray thunder rain quietly pass woah-oh-oh! sweet child o' mine ooh oh-oh-oh! sweet love mine [post-chorus instrumental break] oh yeah! woah-oh-oh-oh! sweet child o' mine ooh-oh oh oh! sweet love mine woah oh-oh-oh! sweet child o' mine ooh yeah ooh! sweet love mine [guitar solo] go? go now? go? ooh go? go now? oh go now? go? sweet child... ooh go now? ay ay ay ay ay ay ay ay go now? ah-ah-ah-ah-ah wow go? oh go now? oh go? go now? go? ooh go now? sweet child sweet child o' mine,2.8035211267605638,1.8784507042253529,2.5418309859154933
0.511,0.972,10.0,-3.751,1.0,0.0413,5.36e-06,0.00101,0.19,0.532,132.97,audio_features,spotify:track:3ZpWy5rBZv2aLQAldnmTsP,https://api.spotify.com/v1/tracks/3ZpWy5rBZv2aLQAldnmTsP,https://api.spotify.com/v1/audio-analysis/3ZpWy5rBZv2aLQAldnmTsP,304893,4,Whiskey In The Jar,Metallica,"Garage, Inc.",3ZpWy5rBZv2aLQAldnmTsP,spotify:artist:2ye2Wgw4gimLv2eAKyk1NB,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']","[""[Verse 1]\nAs I was going over the Cork and Kerry mountains\nI saw Captain Farrell and his money he was counting\nI first produced my pistol and then produced my rapier\nI said stand and deliver or the devil, he may take you\nI took all of his money and it was a pretty penny\nI took all of his money, yeah, and I brought it home to Molly\nShe swore that she would love me, no never would she leave me\nBut the devil take that woman, yeah, for you know she tricked me easy\n\n[Chorus]\nMusha ring dum a doo dum a da\nWhack for my daddy-o\nWhack for my daddy-o\nThere's whiskey in the jar-o\n[Verse 2]\nBeing drunk and weary I went to Molly's chamber\nTaking money with me but I never knew the danger\nFor about six or maybe seven in walked Captain Farrell\nI jumped up, fired off my pistols and I shot him with both barrels, yeah\n\n[Chorus]\nMusha ring dum a doo dum a da\nWhack for my daddy-o\nWhack for my daddy-o\nThere's whiskey in the jar-o\nYeah-ah, whiskey in the jar-o\nYeah, yeah, yeah, woah\nYeah, yeah\n\n[Verse 3]\nNow some men like the fishing and some men like the fowling\nAnd some men like to hear, to hear cannon ball a roaring\nMe? I like sleeping specially in my Molly's chamber\nBut here I am in prison, here I am with a ball and chain, yeah\n\n[Chorus]\nMusha ring dum a doo dum a da, yeah, yeah\nWhack for my daddy-o\nWhack for my daddy-o\nWhiskey in the jar-o, yeah\nWhiskey in the jar-o, yeah\n\n[Outro]\nMusha ring dum a doo dum a da\nMusha ring dum a doo dum a da\nHey, musha ring dum a doo dum a da\nMusha ring dum a doo dum a da, yeah""]",65.0,1998-11-24,going cork kerry mountains saw captain farrell money counting first produced pistol produced rapier said stand deliver devil may take took money pretty penny took money yeah brought home molly swore would love never would leave devil take woman yeah know tricked easy musha ring dum doo dum da whack daddy-o whack daddy-o there's whiskey jar-o drunk weary went molly's chamber taking money never knew danger six maybe seven walked captain farrell jumped fired pistols shot barrels yeah musha ring dum doo dum da whack daddy-o whack daddy-o there's whiskey jar-o yeah-ah whiskey jar-o yeah yeah yeah woah yeah yeah men like fishing men like fowling men like hear hear cannon ball roaring me? like sleeping specially molly's chamber prison ball chain yeah musha ring dum doo dum da yeah yeah whack daddy-o whack daddy-o whiskey jar-o yeah whiskey jar-o yeah musha ring dum doo dum da musha ring dum doo dum da hey musha ring dum doo dum da musha ring dum doo dum da yeah,2.5919230769230768,2.112051282051282,2.53576923076923
