danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist,album,id,artist_uri,genres,lyrics,popularity,release_date,lyrics_filtered,valence_lyrics,arousal_lyrics,dominance_lyrics
0.532,0.869,11.0,-5.094,1.0,0.172,0.157,0.00508,0.136,0.422,159.803,audio_features,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,https://api.spotify.com/v1/tracks/1i1fxkWeaMmKEB4T7zqbzK,https://api.spotify.com/v1/audio-analysis/1i1fxkWeaMmKEB4T7zqbzK,208373,4,Don't Let Me Down,The Chainsmokers,Don't Let Me Down,1i1fxkWeaMmKEB4T7zqbzK,spotify:artist:69GGBxA162lTqCwzJG5jLp,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']","[""[Verse 1]\nCrashing, hit a wall\nRight now I need a miracle\nHurry up now, I need a miracle\nStranded, reaching out\nI call your name, but you're not around\nI say your name, but you're not around\n\n[Refrain]\nI need ya, I need ya, I need you right now\nYeah, I need you right now\nSo don't let me, don't let me, don't let me down\nI think I'm losing my mind now\nIt's in my head, darling, I hope\nThat you'll be here when I need you the most\nSo don't let me, don't let me, don't let me down\nD-don't let me down\n[Chorus]\nDon't let me down\nDon't let me down, down, down\nDon't let me down\nDon't let me down, down, down\n\n[Verse 2]\nR-r-running out of time\nI really thought you were on my side\nBut now there's nobody by my side\n\n[Refrain]\nI need ya, I need ya, I need you right now\nYeah, I need you right now\nSo don't let me, don't let me, don't let me down\nI think I'm losing my mind now\nIt's in my head, darling, I hope\nThat you'll be here when I need you the most\nSo don't let me, don't let me, don't let me down\nD-don't let me down\n\n[Chorus]\nDon't let me down\nDon't let me down, down, down\nDon't let me down, down, down\nDon't let me down, down, down\nDon't let me down\nDon't let me down, down, down\n\n[Bridge]\nOoh, I think I'm losing my mind now, yeah\nOoh, I think I'm losing my mind now, yeah\n\n[Refrain]\nI need ya, I need ya, I need you right now\nYeah, I need you right now\nSo don't let me, don't let me, don't let me down\nI think I'm losing my mind now\nIt's in my head, darling, I hope\nThat you'll be here when I need you the most\nSo don't let me, don't let me, don't let me down\nDon't let me down\n\n[Drop]\nYeah, don't let me down\nYeah, don't let me down\nDon't let me down, oh, no\nSaid don't let me down\nDon't let me down, no-o\n\n[Outro]\nDon't let me down\nDon't let me down, down, down""]",81.0,2016-02-05,crashing hit wall right need miracle hurry need miracle stranded reaching call name around say name around [refrain] need ya need ya need right yeah need right let let let think i'm losing mind head darling hope need let let let d-don't let let let let let r-r-running time really thought side there's nobody side [refrain] need ya need ya need right yeah need right let let let think i'm losing mind head darling hope need let let let d-don't let let let let let let let ooh think i'm losing mind yeah ooh think i'm losing mind yeah [refrain] need ya need ya need right yeah need right let let let think i'm losing mind head darling hope need let let let let [drop] yeah let yeah let let oh said let let no-o let let,2.94,2.0232432432432432,2.751351351351352
0.532,0.869,11.0,-5.094,1.0,0.172,0.157,0.00508,0.136,0.422,159.803,audio_features,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,https://api.spotify.com/v1/tracks/1i1fxkWeaMmKEB4T7zqbzK,https://api.spotify.com/v1/audio-analysis/1i1fxkWeaMmKEB4T7zqbzK,208373,4,Don't Let Me Down,The Chainsmokers,Don't Let Me Down,1i1fxkWeaMmKEB4T7zqbzK,spotify:artist:69GGBxA162lTqCwzJG5jLp,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']","[""[Verse 1]\nCrashing, hit a wall\nRight now I need a miracle\nHurry up now, I need a miracle\nStranded, reaching out\nI call your name, but you're not around\nI say your name, but you're not around\n\n[Refrain]\nI need ya, I need ya, I need you right now\nYeah, I need you right now\nSo don't let me, don't let me, don't let me down\nI think I'm losing my mind now\nIt's in my head, darling, I hope\nThat you'll be here when I need you the most\nSo don't let me, don't let me, don't let me down\nD-don't let me down\n[Chorus]\nDon't let me down\nDon't let me down, down, down\nDon't let me down\nDon't let me down, down, down\n\n[Verse 2]\nR-r-running out of time\nI really thought you were on my side\nBut now there's nobody by my side\n\n[Refrain]\nI need ya, I need ya, I need you right now\nYeah, I need you right now\nSo don't let me, don't let me, don't let me down\nI think I'm losing my mind now\nIt's in my head, darling, I hope\nThat you'll be here when I need you the most\nSo don't let me, don't let me, don't let me down\nD-don't let me down\n\n[Chorus]\nDon't let me down\nDon't let me down, down, down\nDon't let me down, down, down\nDon't let me down, down, down\nDon't let me down\nDon't let me down, down, down\n\n[Bridge]\nOoh, I think I'm losing my mind now, yeah\nOoh, I think I'm losing my mind now, yeah\n\n[Refrain]\nI need ya, I need ya, I need you right now\nYeah, I need you right now\nSo don't let me, don't let me, don't let me down\nI think I'm losing my mind now\nIt's in my head, darling, I hope\nThat you'll be here when I need you the most\nSo don't let me, don't let me, don't let me down\nDon't let me down\n\n[Drop]\nYeah, don't let me down\nYeah, don't let me down\nDon't let me down, oh, no\nSaid don't let me down\nDon't let me down, no-o\n\n[Outro]\nDon't let me down\nDon't let me down, down, down""]",81.0,2016-02-05,crashing hit wall right need miracle hurry need miracle stranded reaching call name around say name around [refrain] need ya need ya need right yeah need right let let let think i'm losing mind head darling hope need let let let d-don't let let let let let r-r-running time really thought side there's nobody side [refrain] need ya need ya need right yeah need right let let let think i'm losing mind head darling hope need let let let d-don't let let let let let let let ooh think i'm losing mind yeah ooh think i'm losing mind yeah [refrain] need ya need ya need right yeah need right let let let think i'm losing mind head darling hope need let let let let [drop] yeah let yeah let let oh said let let no-o let let,2.94,2.0232432432432432,2.751351351351352
0.515,0.766,7.0,-12.768,1.0,0.0343,0.0249,0.00103,0.455,0.774,146.911,audio_features,spotify:track:35k31HZI4z9PbBOioaI4dZ,https://api.spotify.com/v1/tracks/35k31HZI4z9PbBOioaI4dZ,https://api.spotify.com/v1/audio-analysis/35k31HZI4z9PbBOioaI4dZ,221000,4,Working for the Weekend,Loverboy,Get Lucky,35k31HZI4z9PbBOioaI4dZ,spotify:artist:2CLVPk9FcywjClBcTvWPkT,"['album rock', 'classic canadian rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']","[""[Verse 1]\nEveryone's watchin' to see what you will do\nEveryone's lookin' at you, oh\nEveryone's wonderin', will you come out tonight?\nEveryone's tryin' to get it right\nGet it right\n\n[Chorus]\nEverybody's workin' for the weekend\nEverybody wants a new romance\nEverybody's goin' off the deep end\nEverybody needs a second chance\nOh\n\n[Post-Chorus]\nYou want a piece of my heart?\nYou better start from the start\nYou wanna be in the show?\nCome on, baby, let's go\n[Verse 2]\nEveryone's lookin' to see if it was you\nEveryone wants you to come through\nEveryone's hopin' it'll all work out\nEveryone's waitin', they're holdin' out\n\n[Chorus]\nEverybody's workin' for the weekend\nEverybody wants a new romance (Hey hey, hey hey)\nEverybody's goin' off the deep end\nEverybody needs a second chance\nOh\n\n[Post-Chorus]\nYou want a piece of my heart?\nYou better start from the start\nYou wanna be in the show?\nCome on, baby, let's go\nHey\n\n[Post-Chorus]\nYou want a piece of my heart?\nYou better start from the start\nYou wanna be in the show?\nCome on, baby, let's go\n\n[Post-Chorus]\nYou want a piece of my heart?\nYou better start from the start\nYou wanna be in the show?\nCome on, baby, let's go""]",69.0,1981,everyone's watchin' see everyone's lookin' oh everyone's wonderin' come tonight? everyone's tryin' get right get right everybody's workin' weekend everybody wants new romance everybody's goin' deep end everybody needs second chance oh want piece heart? better start start wanna show? come baby let's go everyone's lookin' see everyone wants come everyone's hopin' it'll work everyone's waitin' they're holdin' everybody's workin' weekend everybody wants new romance hey hey hey hey everybody's goin' deep end everybody needs second chance oh want piece heart? better start start wanna show? come baby let's go hey want piece heart? better start start wanna show? come baby let's go want piece heart? better start start wanna show? come baby let's go,2.49,1.8240476190476191,2.248095238095238
0.587,0.921,10.0,-5.273,1.0,0.0658,0.095,0.000885,0.144,0.372,103.985,audio_features,spotify:track:6pVGigBjIqGgGscGcKGqSi,https://api.spotify.com/v1/tracks/6pVGigBjIqGgGscGcKGqSi,https://api.spotify.com/v1/audio-analysis/6pVGigBjIqGgGscGcKGqSi,181333,4,Giving In To The Love,AURORA,Giving In To The Love,6pVGigBjIqGgGscGcKGqSi,spotify:artist:1WgXqy2Dd70QQOU7Ay074N,"['art pop', 'norwegian pop']","[""[Verse 1]\nI'm losing my connection\nI'm tired of the rules and your corrections\nI want to live my life, be all of its pages\nAnd underline that I am not an angel\n\n[Pre-Chorus]\n'Cause if I'm not pure, I guess that I'm too much\nI never know how to keep in, keep in touch\n\n[Chorus]\nIf I'll be somebody, I'll never let my skin decide it for me\nI never had the world, so why change for it?\nI never had the world, so why change for it?\n\n[Post-Chorus]\nGiving in to the love\nGiving in to the love\nGiving in to the love, the love, the love, the love\n[Verse 2]\nSomeone out there is trying\nTo find somebody whole, who is not dying\nBut everybody cries and nobody comforts\nThe television lies and now my mind hurts\n\n[Pre-Chorus]\nAnd if I'm not loved, I guess that I am cursed\nI gotta know how to beat it, beat it first\n\n[Chorus]\nIf I'll be somebody, I'll never let my skin decide it for me\nI never had the world, so why change for it?\nI never had the world, so why change for it?\n\n[Post-Chorus]\nGiving in to the love\nGiving in to the love\nGiving in to the love, the love, the love, the love, the love\nGiving in to the love\nGiving in to the love\nGiving in to the love, the love, the love, the love\n\n[Outro]\nLa-la-la-la-la-la-la\nLa-la-la-la-la-la-la-la-la-la\nLa-la-la-la-la-la-la-la-la-la-la-la\nLa-la-la-la-la-la-la-la-la-la\nLa-la-la-la-la-la-la-la-la-la""]",47.0,2021-10-14,i'm losing connection i'm tired rules corrections want live life pages underline angel 'cause i'm pure guess i'm much never know keep keep touch i'll somebody i'll never let skin decide never world change it? never world change it? giving love giving love giving love love love love someone trying find somebody whole dying everybody cries nobody comforts television lies mind hurts i'm loved guess cursed gotta know beat beat first i'll somebody i'll never let skin decide never world change it? never world change it? giving love giving love giving love love love love love giving love giving love giving love love love love la-la-la-la-la-la-la la-la-la-la-la-la-la-la-la-la la-la-la-la-la-la-la-la-la-la-la-la la-la-la-la-la-la-la-la-la-la la-la-la-la-la-la-la-la-la-la,3.0098039215686274,2.0119607843137253,2.7966666666666664
0.532,0.869,11.0,-5.094,1.0,0.172,0.157,0.00508,0.136,0.422,159.803,audio_features,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,https://api.spotify.com/v1/tracks/1i1fxkWeaMmKEB4T7zqbzK,https://api.spotify.com/v1/audio-analysis/1i1fxkWeaMmKEB4T7zqbzK,208373,4,Don't Let Me Down,The Chainsmokers,Don't Let Me Down,1i1fxkWeaMmKEB4T7zqbzK,spotify:artist:69GGBxA162lTqCwzJG5jLp,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']","[""[Verse 1]\nCrashing, hit a wall\nRight now I need a miracle\nHurry up now, I need a miracle\nStranded, reaching out\nI call your name, but you're not around\nI say your name, but you're not around\n\n[Refrain]\nI need ya, I need ya, I need you right now\nYeah, I need you right now\nSo don't let me, don't let me, don't let me down\nI think I'm losing my mind now\nIt's in my head, darling, I hope\nThat you'll be here when I need you the most\nSo don't let me, don't let me, don't let me down\nD-don't let me down\n[Chorus]\nDon't let me down\nDon't let me down, down, down\nDon't let me down\nDon't let me down, down, down\n\n[Verse 2]\nR-r-running out of time\nI really thought you were on my side\nBut now there's nobody by my side\n\n[Refrain]\nI need ya, I need ya, I need you right now\nYeah, I need you right now\nSo don't let me, don't let me, don't let me down\nI think I'm losing my mind now\nIt's in my head, darling, I hope\nThat you'll be here when I need you the most\nSo don't let me, don't let me, don't let me down\nD-don't let me down\n\n[Chorus]\nDon't let me down\nDon't let me down, down, down\nDon't let me down, down, down\nDon't let me down, down, down\nDon't let me down\nDon't let me down, down, down\n\n[Bridge]\nOoh, I think I'm losing my mind now, yeah\nOoh, I think I'm losing my mind now, yeah\n\n[Refrain]\nI need ya, I need ya, I need you right now\nYeah, I need you right now\nSo don't let me, don't let me, don't let me down\nI think I'm losing my mind now\nIt's in my head, darling, I hope\nThat you'll be here when I need you the most\nSo don't let me, don't let me, don't let me down\nDon't let me down\n\n[Drop]\nYeah, don't let me down\nYeah, don't let me down\nDon't let me down, oh, no\nSaid don't let me down\nDon't let me down, no-o\n\n[Outro]\nDon't let me down\nDon't let me down, down, down""]",81.0,2016-02-05,crashing hit wall right need miracle hurry need miracle stranded reaching call name around say name around [refrain] need ya need ya need right yeah need right let let let think i'm losing mind head darling hope need let let let d-don't let let let let let r-r-running time really thought side there's nobody side [refrain] need ya need ya need right yeah need right let let let think i'm losing mind head darling hope need let let let d-don't let let let let let let let ooh think i'm losing mind yeah ooh think i'm losing mind yeah [refrain] need ya need ya need right yeah need right let let let think i'm losing mind head darling hope need let let let let [drop] yeah let yeah let let oh said let let no-o let let,2.94,2.0232432432432432,2.751351351351352
